,GCA_024169515.1,GCA_918698235.1,GCA_014773485.1
Cluster_2884,OCILAMFM_03445,LBGCNHPF_00599,OEIEKCCN_01032
Cluster_2885,OCILAMFM_03463,LBGCNHPF_frag_00580_00581,OEIEKCCN_01050
Cluster_2886,OCILAMFM_01837,LBGCNHPF_00605,OEIEKCCN_02015
Cluster_2887,OCILAMFM_00073,LBGCNHPF_02501,OEIEKCCN_02194
Cluster_2888,,LBGCNHPF_02061,OEIEKCCN_02634
Cluster_2889,OCILAMFM_00998,LBGCNHPF_02140,OEIEKCCN_02713
Cluster_2890,OCILAMFM_02869,LBGCNHPF_01536,OEIEKCCN_03155
Cluster_2891,OCILAMFM_02739,LBGCNHPF_02986,OEIEKCCN_03284
Cluster_2892,OCILAMFM_01354,LBGCNHPF_02643,OEIEKCCN_04346
Cluster_2893,OCILAMFM_01270,LBGCNHPF_03592,OEIEKCCN_04429
Cluster_2894,,LBGCNHPF_01673,
Cluster_2895,OCILAMFM_00198,,
Cluster_2896,OCILAMFM_01661,LBGCNHPF_03376,OEIEKCCN_00045
Cluster_2897,OCILAMFM_02451,LBGCNHPF_03820,OEIEKCCN_00120
Cluster_2898,OCILAMFM_02454,LBGCNHPF_03817,OEIEKCCN_00123
Cluster_2899,OCILAMFM_01770,LBGCNHPF_04066,OEIEKCCN_00234
Cluster_2900,OCILAMFM_00590,LBGCNHPF_03189,OEIEKCCN_00481
Cluster_2901,OCILAMFM_03207,LBGCNHPF_01242,OEIEKCCN_00799
Cluster_2902,OCILAMFM_03356,LBGCNHPF_03619,OEIEKCCN_00929
Cluster_2903,OCILAMFM_03430,LBGCNHPF_03703,OEIEKCCN_01017
Cluster_2904,OCILAMFM_03653,LBGCNHPF_00361,OEIEKCCN_01248
Cluster_2905,OCILAMFM_02102,LBGCNHPF_00874,OEIEKCCN_01748
Cluster_2906,OCILAMFM_02934,LBGCNHPF_01472,OEIEKCCN_03091
Cluster_2907,OCILAMFM_03941,LBGCNHPF_00085,OEIEKCCN_03552;OEIEKCCN_04109
Cluster_2908,OCILAMFM_03954,LBGCNHPF_00072,OEIEKCCN_04122;OEIEKCCN_03565
Cluster_2909,,,OEIEKCCN_03642;OEIEKCCN_04199
Cluster_2910,OCILAMFM_04041,,OEIEKCCN_03663
Cluster_2911,,,OEIEKCCN_03794
Cluster_2912,OCILAMFM_01737,LBGCNHPF_04034,OEIEKCCN_00266
Cluster_2913,OCILAMFM_03353,LBGCNHPF_01090,OEIEKCCN_00926
Cluster_2914,OCILAMFM_02420,LBGCNHPF_03978,OEIEKCCN_01485
Cluster_2915,OCILAMFM_04256,LBGCNHPF_02428,OEIEKCCN_02121
Cluster_2916,,LBGCNHPF_01582,OEIEKCCN_02304
Cluster_2917,,LBGCNHPF_02032,OEIEKCCN_02605
Cluster_2918,OCILAMFM_00742,LBGCNHPF_03863,OEIEKCCN_02956
Cluster_2919,OCILAMFM_02851,LBGCNHPF_01554,OEIEKCCN_03173
Cluster_2920,OCILAMFM_02796,LBGCNHPF_02929,OEIEKCCN_03228
Cluster_2921,,,OEIEKCCN_04220
Cluster_2922,OCILAMFM_01530,LBGCNHPF_02827,OEIEKCCN_04566
Cluster_2923,OCILAMFM_00340,,
Cluster_2924,OCILAMFM_01106,,
Cluster_2925,OCILAMFM_01107,,
Cluster_2926,OCILAMFM_01810,LBGCNHPF_04344,OEIEKCCN_00499
Cluster_2927,OCILAMFM_01805,LBGCNHPF_04339,OEIEKCCN_00504
Cluster_2928,OCILAMFM_02960,LBGCNHPF_01442,OEIEKCCN_00601
Cluster_2929,OCILAMFM_03081,LBGCNHPF_01312,OEIEKCCN_00729
Cluster_2930,OCILAMFM_03526,LBGCNHPF_00520,OEIEKCCN_01110
Cluster_2931,OCILAMFM_02031,LBGCNHPF_00804,OEIEKCCN_01818
Cluster_2932,OCILAMFM_00183,LBGCNHPF_01571,OEIEKCCN_02293
Cluster_2933,OCILAMFM_00753,LBGCNHPF_03874,OEIEKCCN_02945
Cluster_2934,OCILAMFM_00651,LBGCNHPF_03256,OEIEKCCN_03042
Cluster_2935,,LBGCNHPF_00126,OEIEKCCN_03512;OEIEKCCN_04069
Cluster_2936,,LBGCNHPF_03455,OEIEKCCN_03729
Cluster_2937,,,OEIEKCCN_04207
Cluster_2938,OCILAMFM_01505,LBGCNHPF_02802,OEIEKCCN_04541
Cluster_2939,OCILAMFM_00359,LBGCNHPF_01788,OEIEKCCN_02455
Cluster_2940,OCILAMFM_01678,LBGCNHPF_03390,OEIEKCCN_00031
Cluster_2941,OCILAMFM_01744,LBGCNHPF_04041,OEIEKCCN_00259
Cluster_2942,OCILAMFM_00536,LBGCNHPF_01930,OEIEKCCN_00403
Cluster_2943,OCILAMFM_02945,LBGCNHPF_01457,OEIEKCCN_00579
Cluster_2944,OCILAMFM_03031,LBGCNHPF_01364,OEIEKCCN_00679
Cluster_2945,OCILAMFM_03106,LBGCNHPF_01292,OEIEKCCN_00749
Cluster_2946,OCILAMFM_03821,LBGCNHPF_00207,OEIEKCCN_01406;OEIEKCCN_03971
Cluster_2947,OCILAMFM_02052,LBGCNHPF_00825,OEIEKCCN_01797
Cluster_2948,,LBGCNHPF_02035,OEIEKCCN_02608
Cluster_2949,OCILAMFM_00969,LBGCNHPF_02169,OEIEKCCN_02742
Cluster_2950,OCILAMFM_02890,LBGCNHPF_01516,OEIEKCCN_03135
Cluster_2951,OCILAMFM_03926,LBGCNHPF_00100,OEIEKCCN_03537;OEIEKCCN_04094
Cluster_2952,,LBGCNHPF_04128,OEIEKCCN_00344
Cluster_2953,OCILAMFM_03406,LBGCNHPF_03679,OEIEKCCN_00993
Cluster_2954,OCILAMFM_03440,LBGCNHPF_03713,OEIEKCCN_01027
Cluster_2955,OCILAMFM_02336,LBGCNHPF_01063,OEIEKCCN_01565
Cluster_2956,OCILAMFM_00241,LBGCNHPF_01623,OEIEKCCN_02346
Cluster_2957,OCILAMFM_00318,LBGCNHPF_01755,OEIEKCCN_02422
Cluster_2958,OCILAMFM_00421,LBGCNHPF_01849,OEIEKCCN_02516
Cluster_2959,OCILAMFM_00720,LBGCNHPF_03841,OEIEKCCN_02977
Cluster_2960,OCILAMFM_02814,LBGCNHPF_02911,OEIEKCCN_03210
Cluster_2961,OCILAMFM_01538,LBGCNHPF_02834,OEIEKCCN_04572
Cluster_2962,,LBGCNHPF_02181,
Cluster_2963,OCILAMFM_01537,,
Cluster_2964,OCILAMFM_04292,,
Cluster_2965,OCILAMFM_01734,LBGCNHPF_04031,OEIEKCCN_00269
Cluster_2966,OCILAMFM_00521,LBGCNHPF_01916,OEIEKCCN_00389
Cluster_2967,OCILAMFM_03017,LBGCNHPF_01378,OEIEKCCN_00665
Cluster_2968,OCILAMFM_03371,LBGCNHPF_03633,OEIEKCCN_00944
Cluster_2969,OCILAMFM_03433,LBGCNHPF_03706,OEIEKCCN_01020
Cluster_2970,OCILAMFM_02234,LBGCNHPF_00956,OEIEKCCN_01672
Cluster_2971,OCILAMFM_02070,LBGCNHPF_00843,OEIEKCCN_01779
Cluster_2972,OCILAMFM_02038,LBGCNHPF_00811,OEIEKCCN_01811
Cluster_2973,OCILAMFM_02005,LBGCNHPF_00778,OEIEKCCN_01844
Cluster_2974,OCILAMFM_03943,LBGCNHPF_00083,OEIEKCCN_04111;OEIEKCCN_03554
Cluster_2975,OCILAMFM_01292,LBGCNHPF_03614,OEIEKCCN_04408
Cluster_2976,OCILAMFM_01327,,
Cluster_2977,OCILAMFM_02457,LBGCNHPF_03814,OEIEKCCN_00126
Cluster_2978,OCILAMFM_02472,LBGCNHPF_03802,OEIEKCCN_00138
Cluster_2979,OCILAMFM_01736,LBGCNHPF_04033,OEIEKCCN_00267
Cluster_2980,OCILAMFM_00516,LBGCNHPF_01911,OEIEKCCN_00384
Cluster_2981,OCILAMFM_03375,LBGCNHPF_03637,OEIEKCCN_00948
Cluster_2982,OCILAMFM_03564,LBGCNHPF_00481,OEIEKCCN_01149
Cluster_2983,OCILAMFM_03728,,OEIEKCCN_03890;OEIEKCCN_01326
Cluster_2984,OCILAMFM_02397,LBGCNHPF_03955,OEIEKCCN_01508
Cluster_2985,OCILAMFM_02027,LBGCNHPF_00800,OEIEKCCN_01822
Cluster_2986,OCILAMFM_01940,LBGCNHPF_00708,OEIEKCCN_01914
Cluster_2987,OCILAMFM_01906,LBGCNHPF_00675,OEIEKCCN_01946
Cluster_2988,OCILAMFM_04232,LBGCNHPF_02403,OEIEKCCN_02096
Cluster_2989,OCILAMFM_00434,LBGCNHPF_01861,OEIEKCCN_02528
Cluster_2990,OCILAMFM_00984,LBGCNHPF_02154,OEIEKCCN_02727
Cluster_2991,OCILAMFM_00892,LBGCNHPF_02252,OEIEKCCN_02811
Cluster_2992,OCILAMFM_02817,LBGCNHPF_02908,OEIEKCCN_03207
Cluster_2993,OCILAMFM_02786,LBGCNHPF_02939,OEIEKCCN_03238
Cluster_2994,OCILAMFM_04072,LBGCNHPF_03436,OEIEKCCN_03710
Cluster_2995,OCILAMFM_04076,LBGCNHPF_03440,OEIEKCCN_03714
Cluster_2996,OCILAMFM_04133,LBGCNHPF_03502,OEIEKCCN_03837
Cluster_2997,OCILAMFM_01545,LBGCNHPF_02842,OEIEKCCN_04581
Cluster_2998,,LBGCNHPF_01639,
Cluster_2999,OCILAMFM_01104,,
Cluster_3000,OCILAMFM_01105,,
Cluster_3001,OCILAMFM_03161,,
Cluster_3002,OCILAMFM_02488,LBGCNHPF_03786,OEIEKCCN_00154
Cluster_3003,OCILAMFM_03222,LBGCNHPF_01227,OEIEKCCN_00814
Cluster_3004,OCILAMFM_01031,LBGCNHPF_02107,OEIEKCCN_02680
Cluster_3005,OCILAMFM_00986,LBGCNHPF_02152,OEIEKCCN_02725
Cluster_3006,OCILAMFM_00788,LBGCNHPF_03909,OEIEKCCN_02910
Cluster_3007,,LBGCNHPF_04473,
Cluster_3008,OCILAMFM_01701,LBGCNHPF_03413,OEIEKCCN_00008
Cluster_3009,OCILAMFM_02448,LBGCNHPF_03823,OEIEKCCN_00117
Cluster_3010,,LBGCNHPF_04095,OEIEKCCN_00309
Cluster_3011,OCILAMFM_00584,LBGCNHPF_03182,OEIEKCCN_00488
Cluster_3012,OCILAMFM_02990,LBGCNHPF_01413,OEIEKCCN_00631
Cluster_3013,OCILAMFM_02993,LBGCNHPF_01410,OEIEKCCN_00634
Cluster_3014,OCILAMFM_00025,LBGCNHPF_02464,OEIEKCCN_02157
Cluster_3015,OCILAMFM_00399,LBGCNHPF_01827,OEIEKCCN_02494
Cluster_3016,OCILAMFM_00433,LBGCNHPF_01860,OEIEKCCN_02527
Cluster_3017,OCILAMFM_00764,LBGCNHPF_03885,OEIEKCCN_02934
Cluster_3018,OCILAMFM_00629,LBGCNHPF_03234,OEIEKCCN_03064
Cluster_3019,OCILAMFM_02926,LBGCNHPF_01480,OEIEKCCN_03099
Cluster_3020,OCILAMFM_02916,LBGCNHPF_01490,OEIEKCCN_03109
Cluster_3021,OCILAMFM_04043,,OEIEKCCN_03665
Cluster_3022,OCILAMFM_01435,LBGCNHPF_02716,OEIEKCCN_04273
Cluster_3023,OCILAMFM_00508,LBGCNHPF_01903,OEIEKCCN_00376
Cluster_3024,,LBGCNHPF_03607,
Cluster_3025,,LBGCNHPF_04323,
Cluster_3026,OCILAMFM_03709,LBGCNHPF_00302,OEIEKCCN_01305;OEIEKCCN_03869
Cluster_3027,OCILAMFM_04091,LBGCNHPF_03460,OEIEKCCN_03733
Cluster_3028,OCILAMFM_00582,LBGCNHPF_03180,OEIEKCCN_00490
Cluster_3029,,LBGCNHPF_01160,OEIEKCCN_00881
Cluster_3030,OCILAMFM_03393,LBGCNHPF_03663,OEIEKCCN_00975
Cluster_3031,OCILAMFM_03642,LBGCNHPF_00372,OEIEKCCN_01237
Cluster_3032,,LBGCNHPF_00351,OEIEKCCN_01258
Cluster_3033,OCILAMFM_02049,LBGCNHPF_00822,OEIEKCCN_01800
Cluster_3034,OCILAMFM_01826,LBGCNHPF_04428,OEIEKCCN_02026
Cluster_3035,OCILAMFM_00121,LBGCNHPF_02550,OEIEKCCN_02242
Cluster_3036,OCILAMFM_00271,LBGCNHPF_01708,OEIEKCCN_02375
Cluster_3037,OCILAMFM_00885,LBGCNHPF_02259,OEIEKCCN_02818
Cluster_3038,OCILAMFM_00802,LBGCNHPF_03922,OEIEKCCN_02897
Cluster_3039,OCILAMFM_00735,LBGCNHPF_03856,OEIEKCCN_02963
Cluster_3040,OCILAMFM_02818,LBGCNHPF_02907,OEIEKCCN_03206
Cluster_3041,OCILAMFM_01219,LBGCNHPF_03541,OEIEKCCN_04482
Cluster_3042,,LBGCNHPF_04268,
Cluster_3043,OCILAMFM_01306,,
Cluster_3044,OCILAMFM_03287,,
Cluster_3045,OCILAMFM_03311,,
Cluster_3046,OCILAMFM_03036,LBGCNHPF_01359,OEIEKCCN_00684
Cluster_3047,OCILAMFM_02432,LBGCNHPF_03990,OEIEKCCN_01473
Cluster_3048,OCILAMFM_02417,LBGCNHPF_03975,OEIEKCCN_01488
Cluster_3049,OCILAMFM_02415,LBGCNHPF_03973,OEIEKCCN_01490
Cluster_3050,OCILAMFM_00409,LBGCNHPF_01837,OEIEKCCN_02504
Cluster_3051,OCILAMFM_01111,LBGCNHPF_02028,OEIEKCCN_02601
Cluster_3052,OCILAMFM_01092,LBGCNHPF_02041,OEIEKCCN_02614
Cluster_3053,OCILAMFM_02784,LBGCNHPF_02941,OEIEKCCN_03240
Cluster_3054,OCILAMFM_02705,LBGCNHPF_03022,OEIEKCCN_03320
Cluster_3055,OCILAMFM_00051,,
Cluster_3056,OCILAMFM_00461,,
Cluster_3057,OCILAMFM_01754,,
Cluster_3058,OCILAMFM_02452,LBGCNHPF_03819,OEIEKCCN_00121
Cluster_3059,OCILAMFM_02943,LBGCNHPF_01459,OEIEKCCN_00577
Cluster_3060,OCILAMFM_02978,LBGCNHPF_01425,OEIEKCCN_00618
Cluster_3061,OCILAMFM_03112,LBGCNHPF_01286,OEIEKCCN_00755
Cluster_3062,OCILAMFM_03348,LBGCNHPF_01095,OEIEKCCN_00921
Cluster_3063,OCILAMFM_03561,LBGCNHPF_00484,OEIEKCCN_01146
Cluster_3064,,,OEIEKCCN_04229
Cluster_3065,OCILAMFM_01209,LBGCNHPF_03531,OEIEKCCN_04492
Cluster_3066,,LBGCNHPF_01889,
Cluster_3067,OCILAMFM_01669,,
Cluster_3068,OCILAMFM_04345,,
Cluster_3069,OCILAMFM_02456,LBGCNHPF_03815,OEIEKCCN_00125
Cluster_3070,OCILAMFM_03252,LBGCNHPF_01195,OEIEKCCN_00846
Cluster_3071,OCILAMFM_03379,LBGCNHPF_03641,OEIEKCCN_00953
Cluster_3072,OCILAMFM_03517,LBGCNHPF_00529,OEIEKCCN_01101
Cluster_3073,OCILAMFM_03756,LBGCNHPF_00264,OEIEKCCN_01351;OEIEKCCN_03915
Cluster_3074,,LBGCNHPF_00995,OEIEKCCN_01633
Cluster_3075,OCILAMFM_02222,LBGCNHPF_00938,OEIEKCCN_01684
Cluster_3076,OCILAMFM_00879,LBGCNHPF_02265,OEIEKCCN_02824
Cluster_3077,OCILAMFM_00775,LBGCNHPF_03896,OEIEKCCN_02923
Cluster_3078,OCILAMFM_02697,LBGCNHPF_03030,OEIEKCCN_03328
Cluster_3079,OCILAMFM_04045,,OEIEKCCN_03668
Cluster_3080,OCILAMFM_04059,LBGCNHPF_03422,OEIEKCCN_03697
Cluster_3081,OCILAMFM_01256,LBGCNHPF_03578,OEIEKCCN_04443
Cluster_3082,,LBGCNHPF_01638,
Cluster_3083,,LBGCNHPF_04446,
Cluster_3084,OCILAMFM_03162,,
Cluster_3085,OCILAMFM_03977,,
Cluster_3086,OCILAMFM_01620,LBGCNHPF_03336,OEIEKCCN_00084
Cluster_3087,OCILAMFM_01751,LBGCNHPF_04048,OEIEKCCN_00252
Cluster_3088,,LBGCNHPF_04129,OEIEKCCN_00345
Cluster_3089,OCILAMFM_02992,LBGCNHPF_01411,OEIEKCCN_00633
Cluster_3090,OCILAMFM_03590,LBGCNHPF_00434,OEIEKCCN_01175
Cluster_3091,OCILAMFM_03826,LBGCNHPF_00202,OEIEKCCN_03976;OEIEKCCN_01411
Cluster_3092,OCILAMFM_02250,LBGCNHPF_00972,OEIEKCCN_01656
Cluster_3093,OCILAMFM_00177,LBGCNHPF_01565,OEIEKCCN_02287
Cluster_3094,OCILAMFM_02924,LBGCNHPF_01482,OEIEKCCN_03101
Cluster_3095,OCILAMFM_02871,LBGCNHPF_01534,OEIEKCCN_03153
Cluster_3096,OCILAMFM_02826,LBGCNHPF_02899,OEIEKCCN_03198
Cluster_3097,OCILAMFM_02676,LBGCNHPF_03052,OEIEKCCN_03350
Cluster_3098,,LBGCNHPF_03169,OEIEKCCN_03466
Cluster_3099,OCILAMFM_01475,LBGCNHPF_02770,OEIEKCCN_04509
Cluster_3100,OCILAMFM_00718,LBGCNHPF_03839,OEIEKCCN_02979
Cluster_3101,OCILAMFM_02129,,
Cluster_3102,OCILAMFM_03123,,
Cluster_3103,OCILAMFM_00576,LBGCNHPF_01976,OEIEKCCN_00449
Cluster_3104,OCILAMFM_02287,LBGCNHPF_01014,OEIEKCCN_01614
Cluster_3105,OCILAMFM_02004,LBGCNHPF_00777,OEIEKCCN_01845
Cluster_3106,OCILAMFM_01990,LBGCNHPF_00760,OEIEKCCN_01862
Cluster_3107,OCILAMFM_00037,LBGCNHPF_02476,OEIEKCCN_02169
Cluster_3108,OCILAMFM_00349,LBGCNHPF_01778,OEIEKCCN_02445
Cluster_3109,OCILAMFM_00773,LBGCNHPF_03894,OEIEKCCN_02925
Cluster_3110,OCILAMFM_00763,LBGCNHPF_03884,OEIEKCCN_02935
Cluster_3111,OCILAMFM_02922,LBGCNHPF_01484,OEIEKCCN_03103
Cluster_3112,OCILAMFM_01297,LBGCNHPF_02594,OEIEKCCN_04403
Cluster_3113,OCILAMFM_00514,LBGCNHPF_01909,OEIEKCCN_00382
Cluster_3114,OCILAMFM_01749,LBGCNHPF_04046,OEIEKCCN_00254
Cluster_3115,OCILAMFM_00544,LBGCNHPF_01938,OEIEKCCN_00411
Cluster_3116,OCILAMFM_02180,LBGCNHPF_00906,OEIEKCCN_01716
Cluster_3117,OCILAMFM_00094,LBGCNHPF_02522,OEIEKCCN_02215
Cluster_3118,OCILAMFM_00866,LBGCNHPF_02278,OEIEKCCN_02837
Cluster_3119,OCILAMFM_00676,LBGCNHPF_03280,OEIEKCCN_03018
Cluster_3120,OCILAMFM_02883,LBGCNHPF_01523,OEIEKCCN_03142
Cluster_3121,,LBGCNHPF_02363,
Cluster_3122,,LBGCNHPF_04407,
Cluster_3123,OCILAMFM_04325,,
Cluster_3124,,LBGCNHPF_03812,OEIEKCCN_00128
Cluster_3125,OCILAMFM_03617,LBGCNHPF_00397,OEIEKCCN_01212
Cluster_3126,OCILAMFM_03772,LBGCNHPF_00248,OEIEKCCN_01365;OEIEKCCN_03929
Cluster_3127,OCILAMFM_02442,LBGCNHPF_04000,OEIEKCCN_01463
Cluster_3128,OCILAMFM_00012,LBGCNHPF_02449,OEIEKCCN_02142
Cluster_3129,OCILAMFM_00620,LBGCNHPF_03225,OEIEKCCN_03073
Cluster_3130,,LBGCNHPF_04248,
Cluster_3131,OCILAMFM_02461,,
Cluster_3132,OCILAMFM_01793,LBGCNHPF_04327,OEIEKCCN_00516
Cluster_3133,OCILAMFM_03258,LBGCNHPF_01189,OEIEKCCN_00852
Cluster_3134,OCILAMFM_03326,LBGCNHPF_01117,OEIEKCCN_00902
Cluster_3135,,LBGCNHPF_00422,OEIEKCCN_01187
Cluster_3136,OCILAMFM_02393,LBGCNHPF_03951,OEIEKCCN_01512
Cluster_3137,OCILAMFM_02358,LBGCNHPF_01085,OEIEKCCN_01543
Cluster_3138,OCILAMFM_02251,LBGCNHPF_00973,OEIEKCCN_01655
Cluster_3139,,LBGCNHPF_00819,OEIEKCCN_01803
Cluster_3140,OCILAMFM_01874,LBGCNHPF_00643,OEIEKCCN_01978
Cluster_3141,OCILAMFM_00082,LBGCNHPF_02510,OEIEKCCN_02203
Cluster_3142,OCILAMFM_01022,LBGCNHPF_02116,OEIEKCCN_02689
Cluster_3143,OCILAMFM_00709,LBGCNHPF_03833,OEIEKCCN_02985
Cluster_3144,OCILAMFM_02651,LBGCNHPF_03077,OEIEKCCN_03375
Cluster_3145,,,OEIEKCCN_03680
Cluster_3146,OCILAMFM_04107,LBGCNHPF_03476,OEIEKCCN_03749
Cluster_3147,,LBGCNHPF_02622,OEIEKCCN_04375
Cluster_3148,OCILAMFM_03678,LBGCNHPF_00337,OEIEKCCN_01272
Cluster_3149,,LBGCNHPF_04456,
Cluster_3150,OCILAMFM_00477,,
Cluster_3151,OCILAMFM_01980,,
Cluster_3152,OCILAMFM_01982,,
Cluster_3153,OCILAMFM_01986,,
Cluster_3154,OCILAMFM_02046,,
Cluster_3155,OCILAMFM_02459,,
Cluster_3156,OCILAMFM_02460,,
Cluster_3157,OCILAMFM_03736,,
Cluster_3158,OCILAMFM_01779,LBGCNHPF_04075,OEIEKCCN_00225
Cluster_3159,OCILAMFM_03209,LBGCNHPF_01240,OEIEKCCN_00801
Cluster_3160,OCILAMFM_03288,LBGCNHPF_01159,OEIEKCCN_00882
Cluster_3161,OCILAMFM_03505,LBGCNHPF_00541,OEIEKCCN_01089
Cluster_3162,OCILAMFM_03511,LBGCNHPF_00535,OEIEKCCN_01095
Cluster_3163,OCILAMFM_02241,LBGCNHPF_00963,OEIEKCCN_01665
Cluster_3164,OCILAMFM_02845,LBGCNHPF_01560,OEIEKCCN_03179
Cluster_3165,OCILAMFM_04117,LBGCNHPF_03486,OEIEKCCN_03759
Cluster_3166,OCILAMFM_01447,LBGCNHPF_02729,OEIEKCCN_04261
Cluster_3168,,LBGCNHPF_04175,
Cluster_3169,OCILAMFM_01983,,
Cluster_3170,OCILAMFM_04282,,
Cluster_3171,OCILAMFM_01656,LBGCNHPF_03371,OEIEKCCN_00050
Cluster_3172,OCILAMFM_01192,LBGCNHPF_04361,OEIEKCCN_00555
Cluster_3173,OCILAMFM_03111,LBGCNHPF_01287,OEIEKCCN_00754
Cluster_3174,OCILAMFM_03593,LBGCNHPF_00431,OEIEKCCN_01178
Cluster_3175,,LBGCNHPF_00426,OEIEKCCN_01183
Cluster_3176,OCILAMFM_03780,LBGCNHPF_00240,OEIEKCCN_03937;OEIEKCCN_01373
Cluster_3177,OCILAMFM_03802,LBGCNHPF_00226,OEIEKCCN_03952;OEIEKCCN_01387
Cluster_3178,OCILAMFM_03859,LBGCNHPF_00167,OEIEKCCN_01446;OEIEKCCN_04011
Cluster_3179,OCILAMFM_02408,LBGCNHPF_03966,OEIEKCCN_01497
Cluster_3180,OCILAMFM_02236,LBGCNHPF_00958,OEIEKCCN_01670
Cluster_3181,OCILAMFM_01909,LBGCNHPF_00678,OEIEKCCN_01943
Cluster_3182,OCILAMFM_01892,LBGCNHPF_00661,OEIEKCCN_01960
Cluster_3183,OCILAMFM_00380,LBGCNHPF_01809,OEIEKCCN_02476
Cluster_3184,OCILAMFM_03994,LBGCNHPF_00032,OEIEKCCN_03605;OEIEKCCN_04162
Cluster_3185,OCILAMFM_04085,LBGCNHPF_03449,OEIEKCCN_03723
Cluster_3186,OCILAMFM_01421,LBGCNHPF_02702,OEIEKCCN_04287
Cluster_3187,,LBGCNHPF_01888,
Cluster_3188,,LBGCNHPF_04503,
Cluster_3189,OCILAMFM_00474,,
Cluster_3190,OCILAMFM_01608,LBGCNHPF_03324,OEIEKCCN_00096
Cluster_3191,OCILAMFM_01729,LBGCNHPF_04026,OEIEKCCN_00274
Cluster_3192,OCILAMFM_03359,LBGCNHPF_03622,OEIEKCCN_00933
Cluster_3193,OCILAMFM_02054,LBGCNHPF_00827,OEIEKCCN_01795
Cluster_3194,OCILAMFM_02036,LBGCNHPF_00809,OEIEKCCN_01813
Cluster_3195,OCILAMFM_00300,LBGCNHPF_01737,OEIEKCCN_02404
Cluster_3196,OCILAMFM_02758,LBGCNHPF_02968,OEIEKCCN_03266
Cluster_3197,OCILAMFM_02615,LBGCNHPF_03112,OEIEKCCN_03409
Cluster_3198,OCILAMFM_02557,LBGCNHPF_03174,OEIEKCCN_03471
Cluster_3199,,,OEIEKCCN_03796
Cluster_3200,OCILAMFM_01285,LBGCNHPF_03606,OEIEKCCN_04415
Cluster_3201,,LBGCNHPF_04303,
Cluster_3202,OCILAMFM_00714,,
Cluster_3203,OCILAMFM_03007,LBGCNHPF_01388,OEIEKCCN_00655
Cluster_3204,OCILAMFM_03484,LBGCNHPF_00562,OEIEKCCN_01068
Cluster_3205,,LBGCNHPF_00425,OEIEKCCN_01184
Cluster_3206,OCILAMFM_02370,,OEIEKCCN_01533
Cluster_3207,,LBGCNHPF_00734,OEIEKCCN_01888
Cluster_3208,OCILAMFM_00034,LBGCNHPF_02473,OEIEKCCN_02166
Cluster_3209,,LBGCNHPF_03828,OEIEKCCN_02990
Cluster_3210,OCILAMFM_02859,LBGCNHPF_01546,OEIEKCCN_03165
Cluster_3211,,,OEIEKCCN_03774
Cluster_3212,,,OEIEKCCN_03798
Cluster_3213,,LBGCNHPF_01150,OEIEKCCN_00891
Cluster_3215,,LBGCNHPF_04215,
Cluster_3216,,LBGCNHPF_04309,
Cluster_3217,OCILAMFM_00044,,
Cluster_3218,OCILAMFM_02534,LBGCNHPF_03742,OEIEKCCN_00199
Cluster_3219,OCILAMFM_03099,,
Cluster_3220,OCILAMFM_00591,LBGCNHPF_03190,OEIEKCCN_00480
Cluster_3221,,LBGCNHPF_00423,OEIEKCCN_01186
Cluster_3222,OCILAMFM_00818,LBGCNHPF_02324,OEIEKCCN_02883
Cluster_3223,OCILAMFM_02630,LBGCNHPF_03097,OEIEKCCN_03395
Cluster_3224,OCILAMFM_02567,LBGCNHPF_03162,OEIEKCCN_03459
Cluster_3225,,,OEIEKCCN_03801
Cluster_3226,OCILAMFM_04125,LBGCNHPF_03494,OEIEKCCN_03829
Cluster_3227,OCILAMFM_01985,,
Cluster_3228,OCILAMFM_03291,,
Cluster_3229,OCILAMFM_04293,,
Cluster_3230,OCILAMFM_00178,LBGCNHPF_01566,OEIEKCCN_02288
Cluster_3231,OCILAMFM_00675,LBGCNHPF_03279,OEIEKCCN_03019
Cluster_3232,OCILAMFM_02836,LBGCNHPF_02889,OEIEKCCN_03188
Cluster_3233,OCILAMFM_02672,LBGCNHPF_03056,OEIEKCCN_03354
Cluster_3234,OCILAMFM_01440,LBGCNHPF_02721,OEIEKCCN_04268
Cluster_3235,OCILAMFM_01334,LBGCNHPF_02626,OEIEKCCN_04371
Cluster_3236,OCILAMFM_01239,LBGCNHPF_03561,OEIEKCCN_04460
Cluster_3237,OCILAMFM_00164,,
Cluster_3238,OCILAMFM_03711,,
Cluster_3239,OCILAMFM_01625,LBGCNHPF_03341,OEIEKCCN_00079
Cluster_3240,,,OEIEKCCN_00296
Cluster_3241,OCILAMFM_03023,LBGCNHPF_01372,OEIEKCCN_00671
Cluster_3242,OCILAMFM_03403,LBGCNHPF_03676,OEIEKCCN_00990
Cluster_3243,,,OEIEKCCN_04015;OEIEKCCN_01450
Cluster_3244,OCILAMFM_00447,LBGCNHPF_01874,OEIEKCCN_02541
Cluster_3245,OCILAMFM_02810,LBGCNHPF_02915,OEIEKCCN_03214
Cluster_3246,OCILAMFM_04020,LBGCNHPF_00006,OEIEKCCN_03631;OEIEKCCN_04188
Cluster_3247,OCILAMFM_04038,,OEIEKCCN_03660
Cluster_3248,,,OEIEKCCN_03677
Cluster_3249,,,OEIEKCCN_04357
Cluster_3250,OCILAMFM_01264,LBGCNHPF_03586,OEIEKCCN_04435
