,GCA_024169515.1,GCA_918698235.1,GCA_014773485.1
Cluster_3252,OCILAMFM_03165,,
Cluster_3253,OCILAMFM_02481,LBGCNHPF_03793,OEIEKCCN_00147
Cluster_3254,OCILAMFM_02174,LBGCNHPF_00900,OEIEKCCN_01722
Cluster_3255,OCILAMFM_00021,LBGCNHPF_02458,OEIEKCCN_02151
Cluster_3256,OCILAMFM_00302,LBGCNHPF_01739,OEIEKCCN_02406
Cluster_3257,OCILAMFM_00436,LBGCNHPF_01863,OEIEKCCN_02530
Cluster_3258,OCILAMFM_00783,LBGCNHPF_03904,OEIEKCCN_02915
Cluster_3259,OCILAMFM_04286,,
Cluster_3260,OCILAMFM_04358,,
Cluster_3261,OCILAMFM_02540,LBGCNHPF_03736,OEIEKCCN_00205
Cluster_3262,OCILAMFM_00518,,OEIEKCCN_00386
Cluster_3263,OCILAMFM_02785,LBGCNHPF_02940,OEIEKCCN_03239
Cluster_3264,OCILAMFM_03999,LBGCNHPF_00027,OEIEKCCN_03610;OEIEKCCN_04167
Cluster_3265,OCILAMFM_04075,LBGCNHPF_03439,OEIEKCCN_03713
Cluster_3266,,,OEIEKCCN_03816
Cluster_3267,OCILAMFM_01238,LBGCNHPF_03560,OEIEKCCN_04461
Cluster_3268,,LBGCNHPF_02362,
Cluster_3269,,LBGCNHPF_04243,
Cluster_3270,OCILAMFM_02548,LBGCNHPF_03728,OEIEKCCN_00213
Cluster_3271,OCILAMFM_02359,LBGCNHPF_01086,OEIEKCCN_01542
Cluster_3272,OCILAMFM_00149,LBGCNHPF_02574,OEIEKCCN_02266
Cluster_3273,OCILAMFM_03878,LBGCNHPF_00148,OEIEKCCN_04047;OEIEKCCN_03490
Cluster_3274,OCILAMFM_04067,LBGCNHPF_03431,OEIEKCCN_03705
Cluster_3275,OCILAMFM_04068,LBGCNHPF_03432,OEIEKCCN_03706
Cluster_3276,,LBGCNHPF_01913,
Cluster_3277,,LBGCNHPF_02759,
Cluster_3278,,LBGCNHPF_03924,
Cluster_3279,,LBGCNHPF_04252,
Cluster_3280,OCILAMFM_01957,,
Cluster_3281,OCILAMFM_04378,,
Cluster_3282,OCILAMFM_02523,LBGCNHPF_03753,OEIEKCCN_00188
Cluster_3283,OCILAMFM_02987,LBGCNHPF_01416,OEIEKCCN_00628
Cluster_3284,OCILAMFM_03205,LBGCNHPF_01244,OEIEKCCN_00797
Cluster_3285,OCILAMFM_01012,LBGCNHPF_02126,OEIEKCCN_02699
Cluster_3286,OCILAMFM_00975,LBGCNHPF_02163,OEIEKCCN_02736
Cluster_3287,OCILAMFM_00635,LBGCNHPF_03240,OEIEKCCN_03058
Cluster_3288,OCILAMFM_02870,LBGCNHPF_01535,OEIEKCCN_03154
Cluster_3289,OCILAMFM_03958,LBGCNHPF_00068,OEIEKCCN_03569;OEIEKCCN_04126
Cluster_3290,,,OEIEKCCN_03772
Cluster_3291,OCILAMFM_01457,LBGCNHPF_02739,OEIEKCCN_04251
Cluster_3292,OCILAMFM_01372,LBGCNHPF_02660,OEIEKCCN_04329
Cluster_3293,OCILAMFM_03197,LBGCNHPF_01252,OEIEKCCN_00789
Cluster_3294,,LBGCNHPF_01635,
Cluster_3295,,LBGCNHPF_02364,
Cluster_3296,,LBGCNHPF_04445,
Cluster_3297,OCILAMFM_04419,LBGCNHPF_04092,OEIEKCCN_00306
Cluster_3298,,LBGCNHPF_04096,OEIEKCCN_00310
Cluster_3299,OCILAMFM_02991,LBGCNHPF_01412,OEIEKCCN_00632
Cluster_3300,OCILAMFM_03202,LBGCNHPF_01247,OEIEKCCN_00794
Cluster_3301,OCILAMFM_03352,LBGCNHPF_01091,OEIEKCCN_00925
Cluster_3302,OCILAMFM_02053,LBGCNHPF_00826,OEIEKCCN_01796
Cluster_3303,OCILAMFM_02864,LBGCNHPF_01541,OEIEKCCN_03160
Cluster_3304,OCILAMFM_02695,LBGCNHPF_03032,OEIEKCCN_03330
Cluster_3305,OCILAMFM_04098,LBGCNHPF_03467,OEIEKCCN_03740
Cluster_3306,OCILAMFM_04150,LBGCNHPF_03519,OEIEKCCN_03854
Cluster_3307,OCILAMFM_01310,LBGCNHPF_02602,OEIEKCCN_04395
Cluster_3308,,LBGCNHPF_04211,
Cluster_3309,,LBGCNHPF_03454;LBGCNHPF_04509,OEIEKCCN_03728
Cluster_3310,OCILAMFM_02134,,
Cluster_3311,OCILAMFM_04287,,
Cluster_3312,OCILAMFM_02470,LBGCNHPF_03804,OEIEKCCN_00136
Cluster_3313,OCILAMFM_02512,LBGCNHPF_03763,OEIEKCCN_00178
Cluster_3314,OCILAMFM_01812,LBGCNHPF_04346,OEIEKCCN_00497
Cluster_3315,OCILAMFM_02968,LBGCNHPF_01435,OEIEKCCN_00608
Cluster_3316,OCILAMFM_03462,LBGCNHPF_00582,OEIEKCCN_01049
Cluster_3317,OCILAMFM_03608,LBGCNHPF_00406,OEIEKCCN_01203
Cluster_3318,OCILAMFM_03830,LBGCNHPF_00198,OEIEKCCN_03980;OEIEKCCN_01415
Cluster_3319,OCILAMFM_01941,LBGCNHPF_00709,OEIEKCCN_01913
Cluster_3320,OCILAMFM_00054,LBGCNHPF_02482,OEIEKCCN_02175
Cluster_3321,OCILAMFM_00973,LBGCNHPF_02165,OEIEKCCN_02738
Cluster_3322,OCILAMFM_00915,LBGCNHPF_02234,OEIEKCCN_02793
Cluster_3323,OCILAMFM_02738,LBGCNHPF_02987,OEIEKCCN_03285
Cluster_3324,OCILAMFM_04087,LBGCNHPF_03451,OEIEKCCN_03725
Cluster_3325,,,OEIEKCCN_03787
Cluster_3326,OCILAMFM_01318,LBGCNHPF_02610,OEIEKCCN_04387
Cluster_3327,OCILAMFM_01502,LBGCNHPF_02799,OEIEKCCN_04538
Cluster_3328,OCILAMFM_01543,LBGCNHPF_02839,OEIEKCCN_04578
Cluster_3329,OCILAMFM_00047,,
Cluster_3330,OCILAMFM_00191,,
Cluster_3331,OCILAMFM_00906,,
Cluster_3332,OCILAMFM_01815,LBGCNHPF_04349,OEIEKCCN_00494
Cluster_3333,OCILAMFM_02383,LBGCNHPF_03941,OEIEKCCN_01522
Cluster_3334,OCILAMFM_01911,LBGCNHPF_00680,OEIEKCCN_01941
Cluster_3335,OCILAMFM_01887,LBGCNHPF_00656,OEIEKCCN_01965
Cluster_3336,,,OEIEKCCN_02037
Cluster_3337,OCILAMFM_00027,LBGCNHPF_02466,OEIEKCCN_02159
Cluster_3338,OCILAMFM_00174,LBGCNHPF_02592,OEIEKCCN_02284
Cluster_3339,OCILAMFM_01072,LBGCNHPF_02066,OEIEKCCN_02639
Cluster_3340,OCILAMFM_01576,LBGCNHPF_02871,OEIEKCCN_04610
Cluster_3341,OCILAMFM_03358,LBGCNHPF_03621,
Cluster_3342,,LBGCNHPF_04291,
Cluster_3343,,LBGCNHPF_04397,
Cluster_3344,OCILAMFM_02346,LBGCNHPF_01073,OEIEKCCN_01555
Cluster_3345,OCILAMFM_03795,,
Cluster_3346,OCILAMFM_04336,,
Cluster_3347,OCILAMFM_04421,LBGCNHPF_04090,OEIEKCCN_00304
Cluster_3348,OCILAMFM_02944,LBGCNHPF_01458,OEIEKCCN_00578
Cluster_3349,OCILAMFM_03116,LBGCNHPF_01282,OEIEKCCN_00759
Cluster_3350,OCILAMFM_03250,LBGCNHPF_01197,OEIEKCCN_00844
Cluster_3351,OCILAMFM_03514,LBGCNHPF_00532,OEIEKCCN_01098
Cluster_3352,OCILAMFM_02283,LBGCNHPF_01010,OEIEKCCN_01618
Cluster_3353,OCILAMFM_02225,LBGCNHPF_00941,OEIEKCCN_01681
Cluster_3354,OCILAMFM_02110,,OEIEKCCN_01740
Cluster_3355,OCILAMFM_00159,LBGCNHPF_02579,OEIEKCCN_02271
Cluster_3356,OCILAMFM_00186,LBGCNHPF_01574,OEIEKCCN_02296
Cluster_3357,OCILAMFM_00242,LBGCNHPF_01624,OEIEKCCN_02347
Cluster_3358,OCILAMFM_00733,LBGCNHPF_03854,OEIEKCCN_02965
Cluster_3359,OCILAMFM_02915,LBGCNHPF_01491,OEIEKCCN_03110
Cluster_3360,OCILAMFM_02771,LBGCNHPF_02954,OEIEKCCN_03253
Cluster_3361,OCILAMFM_02554,LBGCNHPF_03722,OEIEKCCN_03480
Cluster_3362,OCILAMFM_03893,LBGCNHPF_00133,OEIEKCCN_03505;OEIEKCCN_04062
Cluster_3363,OCILAMFM_03909,LBGCNHPF_00117,OEIEKCCN_04078;OEIEKCCN_03521
Cluster_3364,,,OEIEKCCN_04201;OEIEKCCN_03644
Cluster_3365,,LBGCNHPF_04168,
Cluster_3366,,LBGCNHPF_04539,
Cluster_3367,OCILAMFM_00043,,
Cluster_3368,OCILAMFM_00137,,
Cluster_3369,OCILAMFM_03790,,
Cluster_3370,OCILAMFM_02471,LBGCNHPF_03803,OEIEKCCN_00137
Cluster_3371,OCILAMFM_02517,LBGCNHPF_03758,OEIEKCCN_00183
Cluster_3372,OCILAMFM_04367,LBGCNHPF_04122,OEIEKCCN_00338
Cluster_3373,OCILAMFM_02970,LBGCNHPF_01433,OEIEKCCN_00610
Cluster_3374,OCILAMFM_03077,LBGCNHPF_01316,OEIEKCCN_00725
Cluster_3375,OCILAMFM_03325,LBGCNHPF_01118,OEIEKCCN_00901
Cluster_3376,OCILAMFM_03629,LBGCNHPF_00385,OEIEKCCN_01224
Cluster_3377,OCILAMFM_03721,,OEIEKCCN_03883;OEIEKCCN_01319
Cluster_3378,OCILAMFM_00918,LBGCNHPF_02231,OEIEKCCN_02790
Cluster_3379,OCILAMFM_00887,LBGCNHPF_02257,OEIEKCCN_02816
Cluster_3380,OCILAMFM_02815,LBGCNHPF_02910,OEIEKCCN_03209
Cluster_3381,OCILAMFM_03918,LBGCNHPF_00108,OEIEKCCN_04086;OEIEKCCN_03529
Cluster_3382,OCILAMFM_00412,LBGCNHPF_01840,OEIEKCCN_02507
Cluster_3383,OCILAMFM_02445,LBGCNHPF_04003,OEIEKCCN_01460
Cluster_3384,OCILAMFM_00441,LBGCNHPF_01868,OEIEKCCN_02535
Cluster_3385,,,OEIEKCCN_03088
Cluster_3386,OCILAMFM_02779,LBGCNHPF_02946,OEIEKCCN_03245
Cluster_3387,,LBGCNHPF_04158,
Cluster_3388,,LBGCNHPF_04274,
Cluster_3389,OCILAMFM_02045,,
Cluster_3390,OCILAMFM_03345,,
Cluster_3391,OCILAMFM_04441,LBGCNHPF_04142,OEIEKCCN_00358
Cluster_3392,OCILAMFM_03460,LBGCNHPF_00584,OEIEKCCN_01047
Cluster_3393,OCILAMFM_03575,LBGCNHPF_00470,OEIEKCCN_01160
Cluster_3394,OCILAMFM_03745,LBGCNHPF_00275,OEIEKCCN_01340;OEIEKCCN_03904
Cluster_3395,OCILAMFM_02048,LBGCNHPF_00821,OEIEKCCN_01801
Cluster_3396,OCILAMFM_01496,LBGCNHPF_02793,OEIEKCCN_04532
Cluster_3397,,LBGCNHPF_00881,
Cluster_3398,,LBGCNHPF_04161,
Cluster_3399,,LBGCNHPF_04255,
Cluster_3400,,LBGCNHPF_04294,
Cluster_3401,,LBGCNHPF_04519,
Cluster_3402,OCILAMFM_00551,LBGCNHPF_01945,OEIEKCCN_00418
Cluster_3403,OCILAMFM_02550,LBGCNHPF_03726,OEIEKCCN_00215
Cluster_3404,OCILAMFM_03108,LBGCNHPF_01290,OEIEKCCN_00751
Cluster_3405,OCILAMFM_03195,LBGCNHPF_01254,OEIEKCCN_00787
Cluster_3406,OCILAMFM_03478,LBGCNHPF_00567,OEIEKCCN_01063
Cluster_3407,OCILAMFM_03551,LBGCNHPF_00495,OEIEKCCN_01135
Cluster_3408,OCILAMFM_03828,LBGCNHPF_00200,OEIEKCCN_03978;OEIEKCCN_01413
Cluster_3409,OCILAMFM_02247,LBGCNHPF_00969,OEIEKCCN_01659
Cluster_3410,,LBGCNHPF_00818,OEIEKCCN_01804
Cluster_3411,OCILAMFM_04200,LBGCNHPF_02369,OEIEKCCN_02062
Cluster_3412,OCILAMFM_00114,LBGCNHPF_02542,OEIEKCCN_02235
Cluster_3413,OCILAMFM_00796,LBGCNHPF_03916,OEIEKCCN_02903
Cluster_3414,OCILAMFM_02902,LBGCNHPF_01504,OEIEKCCN_03123
Cluster_3415,OCILAMFM_04073,LBGCNHPF_03437,OEIEKCCN_03711
Cluster_3416,OCILAMFM_01480,LBGCNHPF_02775,OEIEKCCN_04514
Cluster_3417,,LBGCNHPF_01687,
Cluster_3418,,LBGCNHPF_04236;LBGCNHPF_04191,
Cluster_3419,OCILAMFM_01614,LBGCNHPF_03330,OEIEKCCN_00090
Cluster_3420,OCILAMFM_01806,LBGCNHPF_04340,OEIEKCCN_00503
Cluster_3421,OCILAMFM_03422,LBGCNHPF_03695,OEIEKCCN_01009
Cluster_3422,OCILAMFM_02067,LBGCNHPF_00840,OEIEKCCN_01782
Cluster_3423,OCILAMFM_01836,LBGCNHPF_00604,OEIEKCCN_02016
Cluster_3424,OCILAMFM_00316,LBGCNHPF_01753,OEIEKCCN_02420
Cluster_3425,OCILAMFM_02703,LBGCNHPF_03024,OEIEKCCN_03322
Cluster_3426,OCILAMFM_02655,LBGCNHPF_03073,OEIEKCCN_03371
Cluster_3427,,,OEIEKCCN_03481;OEIEKCCN_04038
Cluster_3428,OCILAMFM_03904,LBGCNHPF_00122,OEIEKCCN_03516;OEIEKCCN_04073
Cluster_3429,OCILAMFM_04096,LBGCNHPF_03465,OEIEKCCN_03738
Cluster_3430,,,OEIEKCCN_04219
Cluster_3431,,LBGCNHPF_00951,
Cluster_3432,OCILAMFM_00904,,
Cluster_3433,OCILAMFM_04415,,
Cluster_3434,OCILAMFM_01704,LBGCNHPF_03416,OEIEKCCN_00005
Cluster_3435,OCILAMFM_01621,LBGCNHPF_03337,OEIEKCCN_00083
Cluster_3436,,,OEIEKCCN_00594
Cluster_3437,OCILAMFM_03066,LBGCNHPF_01327,OEIEKCCN_00714
Cluster_3438,OCILAMFM_03071,LBGCNHPF_01322,OEIEKCCN_00719
Cluster_3439,OCILAMFM_03307,LBGCNHPF_01148,OEIEKCCN_00893
Cluster_3440,OCILAMFM_02360,LBGCNHPF_01087,OEIEKCCN_01541
Cluster_3441,,LBGCNHPF_02438,OEIEKCCN_02131
Cluster_3442,OCILAMFM_00103,LBGCNHPF_02531,OEIEKCCN_02224
Cluster_3443,OCILAMFM_01116,LBGCNHPF_02022,OEIEKCCN_02595
Cluster_3444,OCILAMFM_02820,LBGCNHPF_02905,OEIEKCCN_03204
Cluster_3445,OCILAMFM_03127,,
Cluster_3446,OCILAMFM_04297,,
Cluster_3447,OCILAMFM_03264,LBGCNHPF_01183,OEIEKCCN_00858
Cluster_3448,OCILAMFM_03272,LBGCNHPF_01175,OEIEKCCN_00866
Cluster_3449,OCILAMFM_03456,LBGCNHPF_00588,OEIEKCCN_01043
Cluster_3450,OCILAMFM_03779,LBGCNHPF_00241,OEIEKCCN_03936;OEIEKCCN_01372
Cluster_3451,OCILAMFM_02213,LBGCNHPF_00929,OEIEKCCN_01693
Cluster_3452,OCILAMFM_01937,LBGCNHPF_00705,OEIEKCCN_01917
Cluster_3453,OCILAMFM_04193,LBGCNHPF_02360,OEIEKCCN_02056
Cluster_3454,OCILAMFM_00364,LBGCNHPF_01793,OEIEKCCN_02460
Cluster_3455,OCILAMFM_00426,LBGCNHPF_01854,OEIEKCCN_02521
Cluster_3456,OCILAMFM_02882,LBGCNHPF_01524,OEIEKCCN_03143
Cluster_3457,,LBGCNHPF_01637,
Cluster_3458,,LBGCNHPF_01681,
Cluster_3459,,LBGCNHPF_02752,
Cluster_3460,,LBGCNHPF_04292,
Cluster_3461,OCILAMFM_00328,,
Cluster_3462,OCILAMFM_01593,LBGCNHPF_03309,OEIEKCCN_00111
Cluster_3463,OCILAMFM_03565,LBGCNHPF_00480,OEIEKCCN_01150
Cluster_3464,OCILAMFM_03755,LBGCNHPF_00265,OEIEKCCN_03914;OEIEKCCN_01350
Cluster_3465,OCILAMFM_03860,LBGCNHPF_00166,OEIEKCCN_01447;OEIEKCCN_04012
Cluster_3466,OCILAMFM_00332,LBGCNHPF_01764,OEIEKCCN_02431
Cluster_3467,OCILAMFM_01083,LBGCNHPF_02050,OEIEKCCN_02623
Cluster_3468,OCILAMFM_00913,LBGCNHPF_02236,OEIEKCCN_02795
Cluster_3469,OCILAMFM_03882,LBGCNHPF_00144,OEIEKCCN_04051;OEIEKCCN_03494
Cluster_3470,OCILAMFM_04136,LBGCNHPF_03505,OEIEKCCN_03840
Cluster_3471,OCILAMFM_01413,LBGCNHPF_02694,OEIEKCCN_04295
Cluster_3472,,LBGCNHPF_04486,
Cluster_3473,,LBGCNHPF_04550,
Cluster_3474,OCILAMFM_02145,,
Cluster_3475,OCILAMFM_03227,LBGCNHPF_01222,OEIEKCCN_00819
Cluster_3476,OCILAMFM_03814,LBGCNHPF_00214,OEIEKCCN_03964;OEIEKCCN_01399
Cluster_3477,OCILAMFM_03858,LBGCNHPF_00168,OEIEKCCN_04010;OEIEKCCN_01445
Cluster_3478,,,OEIEKCCN_03786
Cluster_3479,,,OEIEKCCN_03864
Cluster_3480,OCILAMFM_01230,LBGCNHPF_03552,OEIEKCCN_04471
Cluster_3482,,LBGCNHPF_03524,
Cluster_3483,OCILAMFM_00908,,
Cluster_3484,OCILAMFM_04383,,
Cluster_3485,OCILAMFM_01591,LBGCNHPF_03307,OEIEKCCN_00113
Cluster_3486,OCILAMFM_01198,LBGCNHPF_04355,OEIEKCCN_00561
Cluster_3487,OCILAMFM_02940,LBGCNHPF_01462,OEIEKCCN_00574
Cluster_3488,OCILAMFM_03040,LBGCNHPF_01355,OEIEKCCN_00688
Cluster_3489,OCILAMFM_00002,LBGCNHPF_02439,OEIEKCCN_02132
Cluster_3490,OCILAMFM_01068,LBGCNHPF_02070,OEIEKCCN_02643
Cluster_3491,OCILAMFM_04083,LBGCNHPF_03447,OEIEKCCN_03721
Cluster_3492,OCILAMFM_04312,,
Cluster_3493,OCILAMFM_02497,LBGCNHPF_03777,OEIEKCCN_00163
Cluster_3494,OCILAMFM_04432,LBGCNHPF_04150,OEIEKCCN_00366
Cluster_3495,OCILAMFM_00615,LBGCNHPF_03214,OEIEKCCN_00456
Cluster_3496,OCILAMFM_03113,LBGCNHPF_01285,OEIEKCCN_00756
Cluster_3497,OCILAMFM_03708,LBGCNHPF_00303,OEIEKCCN_01304;OEIEKCCN_03868
Cluster_3498,OCILAMFM_01928,LBGCNHPF_00696,OEIEKCCN_01926
Cluster_3499,OCILAMFM_00362,LBGCNHPF_01791,OEIEKCCN_02458
Cluster_3500,OCILAMFM_04013,LBGCNHPF_00013,OEIEKCCN_03624;OEIEKCCN_04181
Cluster_3501,OCILAMFM_04093,LBGCNHPF_03462,OEIEKCCN_03735
Cluster_3502,OCILAMFM_01348,LBGCNHPF_02637,OEIEKCCN_04352
Cluster_3503,OCILAMFM_01315,LBGCNHPF_02607,OEIEKCCN_04390
Cluster_3504,OCILAMFM_03134,LBGCNHPF_01674,
Cluster_3505,OCILAMFM_01950,,
Cluster_3506,OCILAMFM_02745,,
Cluster_3507,OCILAMFM_03143,,
Cluster_3508,OCILAMFM_01666,LBGCNHPF_03381,OEIEKCCN_00040
Cluster_3509,OCILAMFM_01611,LBGCNHPF_03327,OEIEKCCN_00093
Cluster_3510,OCILAMFM_01759,LBGCNHPF_04055,OEIEKCCN_00245
Cluster_3511,OCILAMFM_01741,LBGCNHPF_04038,OEIEKCCN_00262
Cluster_3512,,LBGCNHPF_01952,OEIEKCCN_00425
Cluster_3513,,LBGCNHPF_00419,OEIEKCCN_01190
Cluster_3514,OCILAMFM_02429,LBGCNHPF_03987,OEIEKCCN_01476
Cluster_3515,OCILAMFM_02418,LBGCNHPF_03976,OEIEKCCN_01487
Cluster_3516,OCILAMFM_00309,LBGCNHPF_01746,OEIEKCCN_02413
Cluster_3517,OCILAMFM_01024,LBGCNHPF_02114,OEIEKCCN_02687
Cluster_3518,OCILAMFM_00970,LBGCNHPF_02168,OEIEKCCN_02741
Cluster_3519,OCILAMFM_00702,LBGCNHPF_03827,OEIEKCCN_02991
Cluster_3520,OCILAMFM_02751,LBGCNHPF_02975,OEIEKCCN_03273
Cluster_3521,OCILAMFM_02606,LBGCNHPF_03121,OEIEKCCN_03418
Cluster_3522,,LBGCNHPF_02744,OEIEKCCN_04246
Cluster_3523,,,OEIEKCCN_04359
Cluster_3524,,,OEIEKCCN_04362
Cluster_3525,,LBGCNHPF_02828,OEIEKCCN_04567
Cluster_3526,,LBGCNHPF_00926,
Cluster_3527,,LBGCNHPF_04508,
Cluster_3528,OCILAMFM_00042,,
Cluster_3529,OCILAMFM_00707,,
Cluster_3530,OCILAMFM_01531,,
Cluster_3531,OCILAMFM_01978,,
Cluster_3532,OCILAMFM_03900,,
Cluster_3533,OCILAMFM_04165,,
Cluster_3534,OCILAMFM_01176,LBGCNHPF_04378,OEIEKCCN_00538
Cluster_3535,OCILAMFM_03574,LBGCNHPF_00471,OEIEKCCN_01159
Cluster_3536,OCILAMFM_02037,LBGCNHPF_00810,OEIEKCCN_01812
Cluster_3537,OCILAMFM_00395,LBGCNHPF_01823,OEIEKCCN_02490
Cluster_3538,OCILAMFM_00923,LBGCNHPF_02226,OEIEKCCN_02785
Cluster_3539,OCILAMFM_01478,LBGCNHPF_02773,OEIEKCCN_04512
Cluster_3540,OCILAMFM_01567,LBGCNHPF_02861,OEIEKCCN_04600
Cluster_3541,,LBGCNHPF_02205,
Cluster_3542,,LBGCNHPF_04487,
Cluster_3543,OCILAMFM_03094,LBGCNHPF_01299,OEIEKCCN_00742
Cluster_3544,OCILAMFM_01613,LBGCNHPF_03329,OEIEKCCN_00091
Cluster_3545,OCILAMFM_03394,LBGCNHPF_03664,OEIEKCCN_00976
Cluster_3546,OCILAMFM_03549,LBGCNHPF_00497,OEIEKCCN_01133
Cluster_3547,OCILAMFM_03800,LBGCNHPF_00228,OEIEKCCN_01385;OEIEKCCN_03950
Cluster_3548,OCILAMFM_00243,LBGCNHPF_01625,OEIEKCCN_02348
Cluster_3549,OCILAMFM_02701,LBGCNHPF_03026,OEIEKCCN_03324
Cluster_3550,OCILAMFM_03888,LBGCNHPF_00138,OEIEKCCN_04057;OEIEKCCN_03500
Cluster_3551,,,OEIEKCCN_03689
Cluster_3552,OCILAMFM_01489,LBGCNHPF_02784,OEIEKCCN_04523
Cluster_3554,,LBGCNHPF_04406,
Cluster_3555,OCILAMFM_02480,LBGCNHPF_03794,OEIEKCCN_00146
Cluster_3556,OCILAMFM_03442,LBGCNHPF_03715,OEIEKCCN_01029
Cluster_3557,OCILAMFM_03532,LBGCNHPF_00514,OEIEKCCN_01116
Cluster_3558,OCILAMFM_03796,LBGCNHPF_00232,OEIEKCCN_01381;OEIEKCCN_03946
Cluster_3559,OCILAMFM_02274,LBGCNHPF_01001,OEIEKCCN_01627
Cluster_3560,OCILAMFM_02215,LBGCNHPF_00931,OEIEKCCN_01691
Cluster_3561,OCILAMFM_01862,LBGCNHPF_00630,OEIEKCCN_01991
Cluster_3562,OCILAMFM_02599,LBGCNHPF_03130,OEIEKCCN_03427
Cluster_3563,,,OEIEKCCN_03687
Cluster_3564,OCILAMFM_01408,LBGCNHPF_02693,OEIEKCCN_04296
Cluster_3565,,,OEIEKCCN_00218
Cluster_3566,OCILAMFM_01783,LBGCNHPF_04079,OEIEKCCN_00221
Cluster_3567,OCILAMFM_03013,LBGCNHPF_01382,OEIEKCCN_00661
Cluster_3568,OCILAMFM_02337,LBGCNHPF_01064,OEIEKCCN_01564
Cluster_3569,OCILAMFM_04234,LBGCNHPF_02405,OEIEKCCN_02098
Cluster_3570,OCILAMFM_03984,LBGCNHPF_00044,OEIEKCCN_03593;OEIEKCCN_04150
Cluster_3571,OCILAMFM_01498,LBGCNHPF_02795,OEIEKCCN_04534
Cluster_3572,,,OEIEKCCN_00295
Cluster_3573,OCILAMFM_02973,LBGCNHPF_01430,OEIEKCCN_00613
Cluster_3574,,LBGCNHPF_00862,OEIEKCCN_01760
Cluster_3575,OCILAMFM_01976,LBGCNHPF_00757,OEIEKCCN_01865
Cluster_3576,,LBGCNHPF_00740,OEIEKCCN_01882
Cluster_3577,OCILAMFM_01850,LBGCNHPF_00619,OEIEKCCN_02002
Cluster_3578,OCILAMFM_00858,LBGCNHPF_02286,OEIEKCCN_02845
Cluster_3579,OCILAMFM_00719,LBGCNHPF_03840,OEIEKCCN_02978
Cluster_3580,OCILAMFM_03885,LBGCNHPF_00141,OEIEKCCN_04054;OEIEKCCN_03497
Cluster_3581,,,OEIEKCCN_03783
Cluster_3582,,LBGCNHPF_04523,
Cluster_3584,OCILAMFM_00789,,
Cluster_3585,OCILAMFM_01771,LBGCNHPF_04067,OEIEKCCN_00233
Cluster_3586,OCILAMFM_01197,LBGCNHPF_04356,OEIEKCCN_00560
Cluster_3587,OCILAMFM_03635,LBGCNHPF_00379,OEIEKCCN_01230
Cluster_3588,OCILAMFM_02292,LBGCNHPF_01019,OEIEKCCN_01609
Cluster_3589,OCILAMFM_01877,LBGCNHPF_00646,OEIEKCCN_01975
Cluster_3590,OCILAMFM_00211,LBGCNHPF_01593,OEIEKCCN_02317
Cluster_3591,OCILAMFM_00370,LBGCNHPF_01799,OEIEKCCN_02466
Cluster_3592,OCILAMFM_00623,LBGCNHPF_03228,OEIEKCCN_03070
Cluster_3593,OCILAMFM_02646,LBGCNHPF_03080,OEIEKCCN_03378
Cluster_3594,,LBGCNHPF_03167,OEIEKCCN_03464
Cluster_3595,OCILAMFM_03890,LBGCNHPF_00136,OEIEKCCN_04059;OEIEKCCN_03502
Cluster_3596,,LBGCNHPF_00037,OEIEKCCN_04157;OEIEKCCN_03600
Cluster_3597,,,OEIEKCCN_04214
Cluster_3598,OCILAMFM_01312,LBGCNHPF_02604,OEIEKCCN_04393
Cluster_3599,OCILAMFM_02201,,
Cluster_3600,OCILAMFM_03163,,
Cluster_3601,OCILAMFM_03344,,
Cluster_3602,OCILAMFM_03664,,
Cluster_3603,OCILAMFM_01600,LBGCNHPF_03316,OEIEKCCN_00104
Cluster_3604,OCILAMFM_03235,LBGCNHPF_01214,OEIEKCCN_00827
Cluster_3605,,,OEIEKCCN_01455
Cluster_3606,OCILAMFM_02080,LBGCNHPF_00851,OEIEKCCN_01771
Cluster_3607,OCILAMFM_00356,LBGCNHPF_01785,OEIEKCCN_02452
Cluster_3608,OCILAMFM_01145,LBGCNHPF_01994,OEIEKCCN_02567
Cluster_3609,OCILAMFM_00927,LBGCNHPF_02222,OEIEKCCN_02781
Cluster_3610,OCILAMFM_02643,LBGCNHPF_03084,OEIEKCCN_03382
Cluster_3611,OCILAMFM_02574,LBGCNHPF_03155,OEIEKCCN_03452
Cluster_3612,OCILAMFM_01391,LBGCNHPF_02679,OEIEKCCN_04310
Cluster_3613,OCILAMFM_01224,LBGCNHPF_03546,OEIEKCCN_04477
Cluster_3614,OCILAMFM_02781,LBGCNHPF_02944,OEIEKCCN_03243
Cluster_3615,,,OEIEKCCN_03941
Cluster_3616,,LBGCNHPF_01653,
Cluster_3617,OCILAMFM_00951,,
Cluster_3618,OCILAMFM_01953,,
Cluster_3619,OCILAMFM_03991,LBGCNHPF_00035,OEIEKCCN_04159;OEIEKCCN_03602
Cluster_3620,OCILAMFM_01622,LBGCNHPF_03338,OEIEKCCN_00082
Cluster_3621,OCILAMFM_03506,LBGCNHPF_00540,OEIEKCCN_01090
Cluster_3622,OCILAMFM_00153,LBGCNHPF_02578,OEIEKCCN_02270
Cluster_3623,,,OEIEKCCN_02756
Cluster_3624,OCILAMFM_02593,LBGCNHPF_03136,OEIEKCCN_03433
Cluster_3625,,,OEIEKCCN_04034
