,GCA_918698235.1,GCA_014773485.1,GCA_024169515.1
Cluster_368,LBGCNHPF_02667,OEIEKCCN_04322,OCILAMFM_01379
Cluster_369,LBGCNHPF_02616,OEIEKCCN_04381,OCILAMFM_01324
Cluster_370,LBGCNHPF_03220,,
Cluster_371,LBGCNHPF_01337,OEIEKCCN_00704,OCILAMFM_03056
Cluster_372,LBGCNHPF_00981,OEIEKCCN_01647,OCILAMFM_02259
Cluster_373,LBGCNHPF_02083,OEIEKCCN_02656,OCILAMFM_01055
Cluster_374,,,OCILAMFM_00327
Cluster_375,,,OCILAMFM_04266
Cluster_376,LBGCNHPF_00844,OEIEKCCN_01778,OCILAMFM_02071
Cluster_377,LBGCNHPF_01846,OEIEKCCN_02513,OCILAMFM_00418
Cluster_378,LBGCNHPF_03037,OEIEKCCN_03335,
Cluster_379,,,OCILAMFM_02149
Cluster_380,LBGCNHPF_02949,OEIEKCCN_03248,OCILAMFM_02776
Cluster_381,LBGCNHPF_03538,OEIEKCCN_04485,OCILAMFM_01216
Cluster_382,LBGCNHPF_01493,OEIEKCCN_03112,OCILAMFM_02913
Cluster_383,LBGCNHPF_01776,OEIEKCCN_02443,OCILAMFM_00347
Cluster_384,LBGCNHPF_02240,OEIEKCCN_02799,OCILAMFM_00909
Cluster_385,LBGCNHPF_00343,OEIEKCCN_01266,OCILAMFM_03672
Cluster_386,LBGCNHPF_03419,OEIEKCCN_00002,OCILAMFM_01707
Cluster_387,LBGCNHPF_02862,OEIEKCCN_04601,OCILAMFM_01568
Cluster_388,LBGCNHPF_03242,OEIEKCCN_03056,OCILAMFM_00637
Cluster_389,LBGCNHPF_00392,OEIEKCCN_01217,OCILAMFM_03622
Cluster_390,LBGCNHPF_03029,OEIEKCCN_03327,OCILAMFM_02698
Cluster_391,LBGCNHPF_00914,OEIEKCCN_01708,OCILAMFM_02187
Cluster_392,LBGCNHPF_03079,OEIEKCCN_03377,OCILAMFM_02647
Cluster_393,LBGCNHPF_00721,OEIEKCCN_01901,
Cluster_394,LBGCNHPF_00919,OEIEKCCN_01703,OCILAMFM_02192
Cluster_395,LBGCNHPF_03115,OEIEKCCN_03412,OCILAMFM_02612
Cluster_396,LBGCNHPF_00451,,
Cluster_397,LBGCNHPF_02869,OEIEKCCN_04608,OCILAMFM_01574
Cluster_398,LBGCNHPF_03140,OEIEKCCN_03437,OCILAMFM_02589
Cluster_399,LBGCNHPF_00512,OEIEKCCN_01118,OCILAMFM_03534
Cluster_400,LBGCNHPF_03998,OEIEKCCN_01465,OCILAMFM_02440
Cluster_401,LBGCNHPF_01357,OEIEKCCN_00686,OCILAMFM_03038
Cluster_402,LBGCNHPF_04012,OEIEKCCN_00288,OCILAMFM_01715
Cluster_403,LBGCNHPF_01439,OEIEKCCN_00604,OCILAMFM_02963
Cluster_404,,,OCILAMFM_00940
Cluster_405,LBGCNHPF_02436,OEIEKCCN_02129,OCILAMFM_04264
Cluster_406,LBGCNHPF_00790,OEIEKCCN_01832,OCILAMFM_02017
Cluster_407,LBGCNHPF_02218,OEIEKCCN_02777,OCILAMFM_00931
Cluster_408,,,OCILAMFM_04203
Cluster_409,LBGCNHPF_02565,OEIEKCCN_02257,OCILAMFM_00140
Cluster_410,LBGCNHPF_03267,OEIEKCCN_03031,OCILAMFM_00663
Cluster_411,,OEIEKCCN_03770,
Cluster_412,LBGCNHPF_02797,OEIEKCCN_04536,OCILAMFM_01500
Cluster_413,LBGCNHPF_04263,,
Cluster_414,LBGCNHPF_04054,OEIEKCCN_00246,OCILAMFM_01758
Cluster_415,LBGCNHPF_01281,OEIEKCCN_00760,OCILAMFM_03117
Cluster_416,LBGCNHPF_02669,OEIEKCCN_04320,OCILAMFM_01381
Cluster_417,LBGCNHPF_02850,OEIEKCCN_04589,OCILAMFM_01556
Cluster_418,LBGCNHPF_02098,OEIEKCCN_02671,OCILAMFM_01040
Cluster_419,LBGCNHPF_03315,OEIEKCCN_00105,OCILAMFM_01599
Cluster_420,LBGCNHPF_01510,OEIEKCCN_03129,OCILAMFM_02896
Cluster_421,LBGCNHPF_03150,OEIEKCCN_03447,OCILAMFM_02579
Cluster_422,LBGCNHPF_02504,OEIEKCCN_02197,OCILAMFM_00076
Cluster_423,LBGCNHPF_02668,OEIEKCCN_04321,OCILAMFM_01380
Cluster_424,LBGCNHPF_00716,OEIEKCCN_01906,
Cluster_425,LBGCNHPF_03536,OEIEKCCN_04487,OCILAMFM_01214
Cluster_426,LBGCNHPF_03236,OEIEKCCN_03062,OCILAMFM_00631
Cluster_427,LBGCNHPF_00965,OEIEKCCN_01663,OCILAMFM_02243
Cluster_428,LBGCNHPF_01865,OEIEKCCN_02532,OCILAMFM_00438
Cluster_429,LBGCNHPF_03717,OEIEKCCN_03475,
Cluster_430,LBGCNHPF_02108,OEIEKCCN_02681,OCILAMFM_01030
Cluster_431,LBGCNHPF_03711,OEIEKCCN_01025,OCILAMFM_03438
Cluster_432,LBGCNHPF_01767,OEIEKCCN_02434,OCILAMFM_00335
Cluster_433,LBGCNHPF_00676,OEIEKCCN_01945,OCILAMFM_01907
Cluster_434,,,OCILAMFM_00480
Cluster_435,LBGCNHPF_04103,OEIEKCCN_00317,OCILAMFM_04399
Cluster_436,LBGCNHPF_01386,OEIEKCCN_00657,OCILAMFM_03009
Cluster_437,LBGCNHPF_01507,OEIEKCCN_03126,OCILAMFM_02899
Cluster_438,LBGCNHPF_03021,OEIEKCCN_03319,OCILAMFM_02706
Cluster_439,LBGCNHPF_03107,OEIEKCCN_03404,OCILAMFM_02620
Cluster_440,LBGCNHPF_01029,OEIEKCCN_01599,OCILAMFM_02302
Cluster_441,LBGCNHPF_02900,OEIEKCCN_03199,OCILAMFM_02825
Cluster_442,LBGCNHPF_03106,OEIEKCCN_03403,OCILAMFM_02621
Cluster_443,,,OCILAMFM_02131
Cluster_444,LBGCNHPF_01332,OEIEKCCN_00709,OCILAMFM_03061
Cluster_445,LBGCNHPF_01375,OEIEKCCN_00668,OCILAMFM_03020
Cluster_446,LBGCNHPF_02024,OEIEKCCN_02597,OCILAMFM_01114
Cluster_447,LBGCNHPF_02511,OEIEKCCN_02204,OCILAMFM_00083
Cluster_448,LBGCNHPF_03068,OEIEKCCN_03366,OCILAMFM_02660
Cluster_449,LBGCNHPF_00161,OEIEKCCN_04022,OCILAMFM_03865
Cluster_450,LBGCNHPF_02519,OEIEKCCN_02212,OCILAMFM_00091
Cluster_451,LBGCNHPF_03443,OEIEKCCN_03717,OCILAMFM_04079
Cluster_452,LBGCNHPF_03492,OEIEKCCN_03827,OCILAMFM_04123
Cluster_453,LBGCNHPF_01368,OEIEKCCN_00675,OCILAMFM_03027
Cluster_454,LBGCNHPF_03480,OEIEKCCN_03753,OCILAMFM_04111
Cluster_455,LBGCNHPF_03612,OEIEKCCN_04410,OCILAMFM_01290
Cluster_456,LBGCNHPF_00747,OEIEKCCN_01875,OCILAMFM_01966
Cluster_457,LBGCNHPF_02219,OEIEKCCN_02778,OCILAMFM_00930
Cluster_458,LBGCNHPF_00815,OEIEKCCN_01807,OCILAMFM_02042
Cluster_459,,OEIEKCCN_04215,
Cluster_460,LBGCNHPF_04432,OEIEKCCN_02030,OCILAMFM_01822
Cluster_461,LBGCNHPF_02777,OEIEKCCN_04516,OCILAMFM_01482
Cluster_462,LBGCNHPF_01387,OEIEKCCN_00656,OCILAMFM_03008
Cluster_463,LBGCNHPF_03699,OEIEKCCN_01013,OCILAMFM_03426
Cluster_464,LBGCNHPF_02573,OEIEKCCN_02265,OCILAMFM_00148
Cluster_465,LBGCNHPF_frag_02339_02340,OEIEKCCN_03862,OCILAMFM_04170
Cluster_466,LBGCNHPF_00523,OEIEKCCN_01107,OCILAMFM_03523
Cluster_467,LBGCNHPF_01735,OEIEKCCN_02402,OCILAMFM_00298
Cluster_468,,,OCILAMFM_03147
Cluster_469,LBGCNHPF_01023,OEIEKCCN_01605,OCILAMFM_02296
Cluster_470,,OEIEKCCN_02754,
Cluster_471,LBGCNHPF_01498,OEIEKCCN_03117,OCILAMFM_02908
Cluster_472,LBGCNHPF_01404,OEIEKCCN_00640,OCILAMFM_02999
Cluster_473,LBGCNHPF_00539,OEIEKCCN_01091,OCILAMFM_03507
Cluster_474,LBGCNHPF_03999,OEIEKCCN_01464,OCILAMFM_02441
Cluster_475,LBGCNHPF_03832,OEIEKCCN_02986,OCILAMFM_00708
Cluster_476,LBGCNHPF_03294,OEIEKCCN_03004,OCILAMFM_00690
Cluster_477,LBGCNHPF_03235,OEIEKCCN_03063,OCILAMFM_00630
Cluster_478,LBGCNHPF_01304,OEIEKCCN_00737,OCILAMFM_03089
Cluster_479,LBGCNHPF_01940,OEIEKCCN_00413,OCILAMFM_00546
Cluster_480,LBGCNHPF_01707,OEIEKCCN_02374,OCILAMFM_00270
Cluster_481,LBGCNHPF_02279,OEIEKCCN_02838,OCILAMFM_00865
Cluster_482,LBGCNHPF_03111,OEIEKCCN_03408,OCILAMFM_02616
Cluster_483,LBGCNHPF_03506,OEIEKCCN_03841,OCILAMFM_04137
Cluster_484,LBGCNHPF_02475,OEIEKCCN_02168,OCILAMFM_00036
Cluster_485,,,OCILAMFM_04285
Cluster_486,LBGCNHPF_01278,OEIEKCCN_00763,OCILAMFM_03171
Cluster_487,LBGCNHPF_02493,OEIEKCCN_02186,OCILAMFM_00065
Cluster_488,LBGCNHPF_00149,OEIEKCCN_03489;OEIEKCCN_04046,OCILAMFM_03877
Cluster_489,LBGCNHPF_04201,,
Cluster_490,LBGCNHPF_00756,OEIEKCCN_01866,OCILAMFM_01975
Cluster_491,LBGCNHPF_00642,OEIEKCCN_01979,OCILAMFM_01873
Cluster_492,LBGCNHPF_02559,OEIEKCCN_02251,OCILAMFM_00130
Cluster_493,,,OCILAMFM_01954
Cluster_494,,,OCILAMFM_02208
Cluster_495,LBGCNHPF_01429,OEIEKCCN_00614,OCILAMFM_02974
Cluster_496,LBGCNHPF_00180,OEIEKCCN_03998;OEIEKCCN_01433,OCILAMFM_03846
Cluster_497,LBGCNHPF_03923,OEIEKCCN_02896,OCILAMFM_00803
Cluster_498,LBGCNHPF_03583,OEIEKCCN_04438,OCILAMFM_01261
Cluster_499,LBGCNHPF_01474,OEIEKCCN_03093,OCILAMFM_02932
Cluster_500,LBGCNHPF_03070,OEIEKCCN_03368,OCILAMFM_02658
Cluster_501,LBGCNHPF_03433,OEIEKCCN_03707,OCILAMFM_04069
Cluster_502,,,OCILAMFM_00136
Cluster_503,LBGCNHPF_03321,OEIEKCCN_00099,OCILAMFM_01605
Cluster_504,LBGCNHPF_03691,OEIEKCCN_01005,OCILAMFM_03418
Cluster_505,LBGCNHPF_02875,OEIEKCCN_04614,OCILAMFM_01580
Cluster_506,LBGCNHPF_01371,OEIEKCCN_00672,OCILAMFM_03024
Cluster_507,LBGCNHPF_03654,OEIEKCCN_00966,OCILAMFM_03384
Cluster_508,LBGCNHPF_00789,OEIEKCCN_01833,OCILAMFM_02016
Cluster_509,LBGCNHPF_00670,OEIEKCCN_01951,OCILAMFM_01901
Cluster_510,LBGCNHPF_02530,OEIEKCCN_02223,OCILAMFM_00102
Cluster_511,,,OCILAMFM_00459
Cluster_512,LBGCNHPF_02686,OEIEKCCN_04303,OCILAMFM_01398
Cluster_513,,OEIEKCCN_04212,
Cluster_514,,,OCILAMFM_03873
Cluster_515,,,OCILAMFM_04295
Cluster_516,LBGCNHPF_00954,OEIEKCCN_01674,OCILAMFM_02232
Cluster_517,LBGCNHPF_03241,OEIEKCCN_03057,OCILAMFM_00636
Cluster_518,LBGCNHPF_03222,OEIEKCCN_03076,
Cluster_519,LBGCNHPF_02924,OEIEKCCN_03223,OCILAMFM_02801
Cluster_520,LBGCNHPF_02735,OEIEKCCN_04255,OCILAMFM_01453
Cluster_521,,,OCILAMFM_00157
Cluster_522,LBGCNHPF_01904,OEIEKCCN_00377,OCILAMFM_00509
Cluster_523,LBGCNHPF_03328,OEIEKCCN_00092,OCILAMFM_01612
Cluster_524,LBGCNHPF_02930,OEIEKCCN_03229,OCILAMFM_02795
Cluster_525,LBGCNHPF_02990,OEIEKCCN_03288,OCILAMFM_02735
Cluster_526,LBGCNHPF_03514,OEIEKCCN_03849,OCILAMFM_04145
Cluster_527,LBGCNHPF_03689,OEIEKCCN_01003,OCILAMFM_03416
Cluster_528,LBGCNHPF_03690,OEIEKCCN_01004,OCILAMFM_03417
Cluster_529,LBGCNHPF_01017,OEIEKCCN_01611,OCILAMFM_02290
Cluster_530,LBGCNHPF_01878,OEIEKCCN_02545,OCILAMFM_00451
Cluster_531,LBGCNHPF_02132,OEIEKCCN_02705,OCILAMFM_01006
Cluster_532,LBGCNHPF_01651,,
Cluster_533,LBGCNHPF_01395,OEIEKCCN_00648,OCILAMFM_03000
Cluster_534,LBGCNHPF_00663,OEIEKCCN_01958,OCILAMFM_01894
Cluster_535,LBGCNHPF_00469,,
Cluster_536,,,OCILAMFM_01962
Cluster_537,LBGCNHPF_00301,OEIEKCCN_03870;OEIEKCCN_01306,OCILAMFM_03710
Cluster_538,LBGCNHPF_02562,OEIEKCCN_02254,OCILAMFM_00133
Cluster_539,LBGCNHPF_03009,OEIEKCCN_03307,OCILAMFM_02716
Cluster_540,LBGCNHPF_02624,OEIEKCCN_04373,
Cluster_541,LBGCNHPF_02280,OEIEKCCN_02839,OCILAMFM_00864
Cluster_542,LBGCNHPF_03864,OEIEKCCN_02955,OCILAMFM_00743
Cluster_543,LBGCNHPF_02720,OEIEKCCN_04269,OCILAMFM_01439
Cluster_544,LBGCNHPF_04226,,
Cluster_545,LBGCNHPF_00355,OEIEKCCN_01254,OCILAMFM_03659
Cluster_546,LBGCNHPF_00658,OEIEKCCN_01963,OCILAMFM_01889
Cluster_547,LBGCNHPF_01710,OEIEKCCN_02377,OCILAMFM_00273
Cluster_548,LBGCNHPF_01795,OEIEKCCN_02462,OCILAMFM_00366
Cluster_549,LBGCNHPF_04009,OEIEKCCN_00291,OCILAMFM_01712
Cluster_550,LBGCNHPF_00752,OEIEKCCN_01870,OCILAMFM_01971
Cluster_551,LBGCNHPF_00671,OEIEKCCN_01950,OCILAMFM_01902
Cluster_552,LBGCNHPF_00143,OEIEKCCN_04052;OEIEKCCN_03495,OCILAMFM_03883
Cluster_553,LBGCNHPF_03426,OEIEKCCN_03701,OCILAMFM_04063
Cluster_554,LBGCNHPF_02823,OEIEKCCN_04562,OCILAMFM_01525
Cluster_555,LBGCNHPF_01237,OEIEKCCN_00804,OCILAMFM_03212
Cluster_556,LBGCNHPF_00603,OEIEKCCN_02017,OCILAMFM_01835
Cluster_557,LBGCNHPF_01335,OEIEKCCN_00706,OCILAMFM_03058
Cluster_558,LBGCNHPF_00745,OEIEKCCN_01877,OCILAMFM_01956
Cluster_559,LBGCNHPF_02916,OEIEKCCN_03215,OCILAMFM_02809
Cluster_560,LBGCNHPF_00121,OEIEKCCN_04074;OEIEKCCN_03517,OCILAMFM_03905
Cluster_561,,OEIEKCCN_03654,OCILAMFM_04032
Cluster_562,LBGCNHPF_01885,,
Cluster_563,,,OCILAMFM_00511
Cluster_564,LBGCNHPF_04068,OEIEKCCN_00232,OCILAMFM_01772
Cluster_565,LBGCNHPF_03244,OEIEKCCN_03054,OCILAMFM_00639
Cluster_566,LBGCNHPF_03421,OEIEKCCN_03696,OCILAMFM_04058
Cluster_567,LBGCNHPF_01906,OEIEKCCN_00379,
Cluster_568,LBGCNHPF_00494,OEIEKCCN_01136,OCILAMFM_03552
Cluster_569,LBGCNHPF_01592,OEIEKCCN_02316,OCILAMFM_00210
Cluster_570,LBGCNHPF_00493,OEIEKCCN_01137,OCILAMFM_03553
Cluster_571,LBGCNHPF_00801,OEIEKCCN_01821,OCILAMFM_02028
Cluster_572,LBGCNHPF_00408,OEIEKCCN_01201,OCILAMFM_03606
Cluster_573,LBGCNHPF_04422,OEIEKCCN_02020,OCILAMFM_01832
Cluster_574,LBGCNHPF_01308,OEIEKCCN_00733,OCILAMFM_03085
Cluster_575,LBGCNHPF_03575,OEIEKCCN_04446,OCILAMFM_01253
Cluster_576,LBGCNHPF_00396,OEIEKCCN_01213,OCILAMFM_03618
Cluster_577,LBGCNHPF_04223,,
Cluster_578,LBGCNHPF_01870,OEIEKCCN_02537,OCILAMFM_00443
Cluster_579,LBGCNHPF_02063,OEIEKCCN_02636,
Cluster_580,,,OCILAMFM_04329
Cluster_581,LBGCNHPF_01015,OEIEKCCN_01613,OCILAMFM_02288
Cluster_582,LBGCNHPF_01784,OEIEKCCN_02451,OCILAMFM_00355
Cluster_583,LBGCNHPF_02734,OEIEKCCN_04256,OCILAMFM_01452
Cluster_584,LBGCNHPF_01217,OEIEKCCN_00824,OCILAMFM_03232
Cluster_585,LBGCNHPF_01702,OEIEKCCN_02369,OCILAMFM_00265
Cluster_586,LBGCNHPF_03938,OEIEKCCN_01525,OCILAMFM_02380
Cluster_587,LBGCNHPF_01083,OEIEKCCN_01545,OCILAMFM_02356
Cluster_588,LBGCNHPF_03517,OEIEKCCN_03852,OCILAMFM_04148
Cluster_589,LBGCNHPF_03200,OEIEKCCN_00470,OCILAMFM_00601
Cluster_590,LBGCNHPF_03671,OEIEKCCN_00985,
Cluster_591,LBGCNHPF_00772,OEIEKCCN_01850,OCILAMFM_01999
Cluster_592,LBGCNHPF_01513,OEIEKCCN_03132,OCILAMFM_02893
Cluster_593,LBGCNHPF_04434,OEIEKCCN_02032,OCILAMFM_01820
Cluster_594,LBGCNHPF_01721,OEIEKCCN_02388,OCILAMFM_00284
Cluster_595,,,OCILAMFM_00046
Cluster_596,LBGCNHPF_01115,OEIEKCCN_00904,OCILAMFM_03328
Cluster_597,LBGCNHPF_00160,OEIEKCCN_04023,OCILAMFM_03866
Cluster_598,LBGCNHPF_01444,OEIEKCCN_00599,OCILAMFM_02958
Cluster_599,LBGCNHPF_00348,OEIEKCCN_01261,OCILAMFM_03667
Cluster_600,LBGCNHPF_04351,OEIEKCCN_00492,OCILAMFM_01817
Cluster_601,LBGCNHPF_00415,OEIEKCCN_01194,OCILAMFM_03599
Cluster_602,LBGCNHPF_00930,OEIEKCCN_01692,OCILAMFM_02214
Cluster_603,LBGCNHPF_00703,OEIEKCCN_01919,OCILAMFM_01935
Cluster_604,LBGCNHPF_02503,OEIEKCCN_02196,
Cluster_605,,,OCILAMFM_00075
Cluster_606,LBGCNHPF_03807,OEIEKCCN_00133,OCILAMFM_02466
Cluster_607,LBGCNHPF_00188,OEIEKCCN_01425;OEIEKCCN_03990,
Cluster_608,LBGCNHPF_03656,OEIEKCCN_00968,OCILAMFM_03386
Cluster_609,LBGCNHPF_02507,OEIEKCCN_02200,OCILAMFM_00079
Cluster_610,LBGCNHPF_03010,OEIEKCCN_03308,
Cluster_611,,,OCILAMFM_02715
Cluster_612,,,OCILAMFM_04403
Cluster_613,LBGCNHPF_01453,OEIEKCCN_00583,OCILAMFM_02949
Cluster_614,LBGCNHPF_01814,OEIEKCCN_02481,OCILAMFM_00386
Cluster_615,LBGCNHPF_03764,OEIEKCCN_00177,OCILAMFM_02511
Cluster_616,LBGCNHPF_02250,OEIEKCCN_02809,OCILAMFM_00894
Cluster_617,LBGCNHPF_03669,OEIEKCCN_00983,
Cluster_618,LBGCNHPF_04451,,
Cluster_619,LBGCNHPF_01505,OEIEKCCN_03124,OCILAMFM_02901
Cluster_620,LBGCNHPF_03759,OEIEKCCN_00182,OCILAMFM_02516
Cluster_621,LBGCNHPF_01448,OEIEKCCN_00588,OCILAMFM_02954
Cluster_622,LBGCNHPF_01022,OEIEKCCN_01606,OCILAMFM_02295
Cluster_623,LBGCNHPF_02894,OEIEKCCN_03193,OCILAMFM_02831
Cluster_624,LBGCNHPF_00400,OEIEKCCN_01209,OCILAMFM_03614
Cluster_625,LBGCNHPF_00830,OEIEKCCN_01792,OCILAMFM_02057
Cluster_626,LBGCNHPF_02435,OEIEKCCN_02128,OCILAMFM_04263
Cluster_627,LBGCNHPF_01875,OEIEKCCN_02542,OCILAMFM_00448
Cluster_628,LBGCNHPF_00548,OEIEKCCN_01082,OCILAMFM_03498
Cluster_629,LBGCNHPF_00473,OEIEKCCN_01157,OCILAMFM_03572
Cluster_630,LBGCNHPF_00961,OEIEKCCN_01667,OCILAMFM_02239
Cluster_631,LBGCNHPF_03170,OEIEKCCN_03467,
Cluster_632,LBGCNHPF_02630,OEIEKCCN_04367,OCILAMFM_01338
Cluster_633,LBGCNHPF_03425,OEIEKCCN_03700,OCILAMFM_04062
Cluster_634,LBGCNHPF_03384,OEIEKCCN_00037,OCILAMFM_01672
Cluster_635,LBGCNHPF_03738,OEIEKCCN_00203,OCILAMFM_02538
Cluster_636,LBGCNHPF_01447,OEIEKCCN_00589,OCILAMFM_02955
Cluster_637,LBGCNHPF_00549,OEIEKCCN_01081,OCILAMFM_03497
Cluster_638,LBGCNHPF_01271,OEIEKCCN_00770,OCILAMFM_03178
Cluster_639,LBGCNHPF_03719,OEIEKCCN_03477,
Cluster_640,LBGCNHPF_00566,OEIEKCCN_01064,OCILAMFM_03479
Cluster_641,,OEIEKCCN_02355,
Cluster_642,LBGCNHPF_00045,OEIEKCCN_03592;OEIEKCCN_04149,OCILAMFM_03983
Cluster_643,LBGCNHPF_04253,,
Cluster_644,LBGCNHPF_03013,OEIEKCCN_03311,OCILAMFM_02712
Cluster_645,LBGCNHPF_02718,OEIEKCCN_04271,OCILAMFM_01437
Cluster_646,LBGCNHPF_01124,,
Cluster_647,LBGCNHPF_04013,OEIEKCCN_00287,OCILAMFM_01716
Cluster_648,,OEIEKCCN_00368,
Cluster_649,LBGCNHPF_00668,OEIEKCCN_01953,OCILAMFM_01899
Cluster_650,LBGCNHPF_02215,OEIEKCCN_02774,OCILAMFM_00934
Cluster_651,LBGCNHPF_01473,OEIEKCCN_03092,OCILAMFM_02933
Cluster_652,LBGCNHPF_00025,OEIEKCCN_03612;OEIEKCCN_04169,OCILAMFM_04001
Cluster_653,LBGCNHPF_04229,,
Cluster_654,LBGCNHPF_01443,OEIEKCCN_00600,OCILAMFM_02959
Cluster_655,LBGCNHPF_00592,OEIEKCCN_01039,OCILAMFM_03452
Cluster_656,LBGCNHPF_00146,OEIEKCCN_03492;OEIEKCCN_04049,OCILAMFM_03880
Cluster_657,LBGCNHPF_02855,OEIEKCCN_04594,OCILAMFM_01561
Cluster_658,,,OCILAMFM_00501
Cluster_659,LBGCNHPF_01438,OEIEKCCN_00605,OCILAMFM_02964
Cluster_660,LBGCNHPF_01250,OEIEKCCN_00791,OCILAMFM_03199
Cluster_661,LBGCNHPF_00528,OEIEKCCN_01102,OCILAMFM_03518
Cluster_662,LBGCNHPF_02191,OEIEKCCN_02751,OCILAMFM_00959
Cluster_663,LBGCNHPF_04198,,
Cluster_664,LBGCNHPF_01973,OEIEKCCN_00446,OCILAMFM_00573
Cluster_665,LBGCNHPF_02937,OEIEKCCN_03236,OCILAMFM_02788
Cluster_666,LBGCNHPF_03745,OEIEKCCN_00196,OCILAMFM_02531
Cluster_667,LBGCNHPF_00609,OEIEKCCN_02011,OCILAMFM_01841
Cluster_668,LBGCNHPF_04065,OEIEKCCN_00235,OCILAMFM_01769
Cluster_669,LBGCNHPF_00368,OEIEKCCN_01241,OCILAMFM_03646
Cluster_670,LBGCNHPF_00356,OEIEKCCN_01253,OCILAMFM_03658
Cluster_671,LBGCNHPF_00688,OEIEKCCN_01933,OCILAMFM_01919
Cluster_672,LBGCNHPF_01798,OEIEKCCN_02465,OCILAMFM_00369
Cluster_673,LBGCNHPF_00182,OEIEKCCN_03996;OEIEKCCN_01431,OCILAMFM_03844
Cluster_674,LBGCNHPF_00176,OEIEKCCN_01437;OEIEKCCN_04002,OCILAMFM_03850
Cluster_675,LBGCNHPF_00868,OEIEKCCN_01754,OCILAMFM_02096
Cluster_676,LBGCNHPF_00787,OEIEKCCN_01835,OCILAMFM_02014
Cluster_677,LBGCNHPF_02291,OEIEKCCN_02850,OCILAMFM_00849
Cluster_678,LBGCNHPF_04008,OEIEKCCN_00292,OCILAMFM_01711
Cluster_679,LBGCNHPF_03645,OEIEKCCN_00957,OCILAMFM_03380
Cluster_680,LBGCNHPF_02478,OEIEKCCN_02171,OCILAMFM_00039
Cluster_681,LBGCNHPF_02564,OEIEKCCN_02256,OCILAMFM_00139
Cluster_682,LBGCNHPF_03830,OEIEKCCN_02988,OCILAMFM_00705
Cluster_683,LBGCNHPF_01569,OEIEKCCN_02291,OCILAMFM_00181
Cluster_684,LBGCNHPF_03393,OEIEKCCN_00028,OCILAMFM_01681
Cluster_685,LBGCNHPF_01170,OEIEKCCN_00871,OCILAMFM_03277
Cluster_686,LBGCNHPF_00047,OEIEKCCN_04147;OEIEKCCN_03590,OCILAMFM_03981
Cluster_687,LBGCNHPF_03595,OEIEKCCN_04426,OCILAMFM_01273
Cluster_688,LBGCNHPF_02877,OEIEKCCN_04616,OCILAMFM_01582
Cluster_689,,,OCILAMFM_00527
Cluster_690,LBGCNHPF_04112,OEIEKCCN_00326,OCILAMFM_04390
Cluster_691,LBGCNHPF_00191,OEIEKCCN_03987;OEIEKCCN_01422,OCILAMFM_03837
Cluster_692,LBGCNHPF_02585,OEIEKCCN_02277,OCILAMFM_00167
Cluster_693,LBGCNHPF_02146,OEIEKCCN_02719,OCILAMFM_00992
Cluster_694,LBGCNHPF_02326,OEIEKCCN_02885,OCILAMFM_00816
Cluster_695,LBGCNHPF_02998,OEIEKCCN_03296,OCILAMFM_02727
Cluster_696,LBGCNHPF_00950,,
Cluster_697,LBGCNHPF_04203,,
Cluster_698,,,OCILAMFM_00194
Cluster_699,LBGCNHPF_00179,OEIEKCCN_01434;OEIEKCCN_03999,OCILAMFM_03847
Cluster_700,LBGCNHPF_03967,OEIEKCCN_01496,OCILAMFM_02409
Cluster_701,LBGCNHPF_04533,OEIEKCCN_01537,OCILAMFM_02364
Cluster_702,LBGCNHPF_02076,OEIEKCCN_02649,OCILAMFM_01062
Cluster_703,LBGCNHPF_02631,OEIEKCCN_04366,OCILAMFM_01339
Cluster_704,LBGCNHPF_02619,OEIEKCCN_04378,OCILAMFM_01331
Cluster_705,LBGCNHPF_02783,OEIEKCCN_04522,OCILAMFM_01488
Cluster_706,LBGCNHPF_01589,OEIEKCCN_02313,OCILAMFM_00207
Cluster_707,LBGCNHPF_02150,OEIEKCCN_02723,OCILAMFM_00988
Cluster_708,LBGCNHPF_00909,OEIEKCCN_01713,OCILAMFM_02183
Cluster_709,LBGCNHPF_00728,OEIEKCCN_01894,
Cluster_710,LBGCNHPF_01821,OEIEKCCN_02488,OCILAMFM_00393
Cluster_711,LBGCNHPF_02640,OEIEKCCN_04349,OCILAMFM_01351
Cluster_712,LBGCNHPF_02868,OEIEKCCN_04607,OCILAMFM_01573
Cluster_713,LBGCNHPF_02758,,
Cluster_714,LBGCNHPF_03816,OEIEKCCN_00124,OCILAMFM_02455
Cluster_715,LBGCNHPF_01261,OEIEKCCN_00780,OCILAMFM_03188
Cluster_716,LBGCNHPF_02712,OEIEKCCN_04277,OCILAMFM_01431
Cluster_717,LBGCNHPF_04126,OEIEKCCN_00342,
Cluster_718,LBGCNHPF_02997,OEIEKCCN_03295,OCILAMFM_02728
Cluster_719,LBGCNHPF_00140,OEIEKCCN_03498;OEIEKCCN_04055,OCILAMFM_03886
Cluster_720,LBGCNHPF_00099,OEIEKCCN_04095;OEIEKCCN_03538,OCILAMFM_03927
Cluster_721,,,OCILAMFM_04332
Cluster_722,LBGCNHPF_01922,OEIEKCCN_00395,
Cluster_723,LBGCNHPF_01446,OEIEKCCN_00590,OCILAMFM_02956
Cluster_724,LBGCNHPF_02131,OEIEKCCN_02704,OCILAMFM_01007
Cluster_725,LBGCNHPF_02708,OEIEKCCN_04281,OCILAMFM_01427
