,GCA_918698235.1,GCA_014773485.1,GCA_024169515.1
Cluster_2438,LBGCNHPF_01740,OEIEKCCN_02407,OCILAMFM_00303
Cluster_2439,LBGCNHPF_01749,OEIEKCCN_02416,OCILAMFM_00312
Cluster_2440,LBGCNHPF_01780,OEIEKCCN_02447,OCILAMFM_00351
Cluster_2441,LBGCNHPF_01877,OEIEKCCN_02544,OCILAMFM_00450
Cluster_2442,LBGCNHPF_02088,OEIEKCCN_02661,OCILAMFM_01050
Cluster_2443,LBGCNHPF_03276,OEIEKCCN_03022,OCILAMFM_00672
Cluster_2444,LBGCNHPF_02936,OEIEKCCN_03235,OCILAMFM_02789
Cluster_2445,LBGCNHPF_03095,OEIEKCCN_03393,OCILAMFM_02632
Cluster_2446,LBGCNHPF_02677,OEIEKCCN_04312,OCILAMFM_01389
Cluster_2447,LBGCNHPF_03574,OEIEKCCN_04447,OCILAMFM_01252
Cluster_2448,LBGCNHPF_02873,OEIEKCCN_04612,OCILAMFM_01578
Cluster_2449,LBGCNHPF_02417,OEIEKCCN_02110,OCILAMFM_04245
Cluster_2450,LBGCNHPF_03724,OEIEKCCN_00217,
Cluster_2451,LBGCNHPF_04538,,
Cluster_2452,,,OCILAMFM_02144
Cluster_2453,,,OCILAMFM_04404
Cluster_2454,LBGCNHPF_04053,OEIEKCCN_00247,OCILAMFM_01757
Cluster_2455,LBGCNHPF_00472,OEIEKCCN_01158,OCILAMFM_03573
Cluster_2456,LBGCNHPF_01742,OEIEKCCN_02409,OCILAMFM_00305
Cluster_2457,,OEIEKCCN_02961,
Cluster_2458,LBGCNHPF_03078,OEIEKCCN_03376,OCILAMFM_02650
Cluster_2459,LBGCNHPF_02707,OEIEKCCN_04282,OCILAMFM_01426
Cluster_2460,LBGCNHPF_03540,OEIEKCCN_04483,OCILAMFM_01218
Cluster_2461,LBGCNHPF_03320,OEIEKCCN_00100,OCILAMFM_01604
Cluster_2462,LBGCNHPF_03317,OEIEKCCN_00103,OCILAMFM_01601
Cluster_2463,LBGCNHPF_01397,OEIEKCCN_00646,
Cluster_2464,LBGCNHPF_03692,OEIEKCCN_01006,OCILAMFM_03419
Cluster_2465,LBGCNHPF_00590,OEIEKCCN_01041,OCILAMFM_03454
Cluster_2466,LBGCNHPF_03949,OEIEKCCN_01514,OCILAMFM_02391
Cluster_2467,LBGCNHPF_01987,OEIEKCCN_02560,OCILAMFM_01152
Cluster_2468,LBGCNHPF_03239,OEIEKCCN_03059,OCILAMFM_00634
Cluster_2469,LBGCNHPF_01496,OEIEKCCN_03115,OCILAMFM_02910
Cluster_2470,LBGCNHPF_02895,OEIEKCCN_03194,OCILAMFM_02830
Cluster_2471,LBGCNHPF_03858,,OCILAMFM_00737
Cluster_2472,LBGCNHPF_03889,OEIEKCCN_02930,OCILAMFM_00768
Cluster_2473,LBGCNHPF_01179,OEIEKCCN_00862,OCILAMFM_03268
Cluster_2474,LBGCNHPF_00616,OEIEKCCN_02005,OCILAMFM_01847
Cluster_2475,,OEIEKCCN_02551,
Cluster_2476,LBGCNHPF_03075,OEIEKCCN_03373,OCILAMFM_02653
Cluster_2477,LBGCNHPF_00058,OEIEKCCN_03579;OEIEKCCN_04136,OCILAMFM_03968
Cluster_2478,LBGCNHPF_02692,OEIEKCCN_04297,OCILAMFM_01407
Cluster_2479,LBGCNHPF_03549,OEIEKCCN_04474,OCILAMFM_01227
Cluster_2480,,OEIEKCCN_04499,
Cluster_2481,LBGCNHPF_02854,OEIEKCCN_04593,OCILAMFM_01560
Cluster_2482,,OEIEKCCN_00593,
Cluster_2483,LBGCNHPF_00430,OEIEKCCN_01179,OCILAMFM_03594
Cluster_2484,LBGCNHPF_00849,OEIEKCCN_01773,OCILAMFM_02078
Cluster_2485,LBGCNHPF_02490,OEIEKCCN_02183,OCILAMFM_00062
Cluster_2486,LBGCNHPF_01988,OEIEKCCN_02561,OCILAMFM_01151
Cluster_2487,LBGCNHPF_03047,OEIEKCCN_03345,OCILAMFM_02681
Cluster_2488,LBGCNHPF_03333,OEIEKCCN_00087,OCILAMFM_01617
Cluster_2489,LBGCNHPF_04134,OEIEKCCN_00350,
Cluster_2490,LBGCNHPF_00394,OEIEKCCN_01215,OCILAMFM_03620
Cluster_2491,LBGCNHPF_00329,OEIEKCCN_01279,OCILAMFM_03685
Cluster_2492,LBGCNHPF_00234,OEIEKCCN_03944;OEIEKCCN_01379,OCILAMFM_03793
Cluster_2493,LBGCNHPF_02246,OEIEKCCN_02805,OCILAMFM_00898
Cluster_2494,LBGCNHPF_00012,OEIEKCCN_04182;OEIEKCCN_03625,OCILAMFM_04014
Cluster_2495,,OEIEKCCN_03671,OCILAMFM_04048
Cluster_2496,,OEIEKCCN_03813,
Cluster_2497,,OEIEKCCN_04210,
Cluster_2498,LBGCNHPF_04466;LBGCNHPF_04462,,
Cluster_2499,,,OCILAMFM_02114
Cluster_2500,LBGCNHPF_03761,OEIEKCCN_00180,OCILAMFM_02514
Cluster_2501,LBGCNHPF_01959,OEIEKCCN_00432,OCILAMFM_00558
Cluster_2502,LBGCNHPF_00377,OEIEKCCN_01232,OCILAMFM_03637
Cluster_2503,LBGCNHPF_00711,OEIEKCCN_01911,OCILAMFM_01943
Cluster_2504,LBGCNHPF_01777,OEIEKCCN_02444,OCILAMFM_00348
Cluster_2505,LBGCNHPF_03103,OEIEKCCN_03400,OCILAMFM_02624
Cluster_2506,LBGCNHPF_00135,OEIEKCCN_04060;OEIEKCCN_03503,OCILAMFM_03891
Cluster_2507,LBGCNHPF_02409,,
Cluster_2508,LBGCNHPF_01832,OEIEKCCN_02499,OCILAMFM_00404
Cluster_2509,,,OCILAMFM_00485
Cluster_2510,,,OCILAMFM_00852
Cluster_2511,,,OCILAMFM_03301
Cluster_2512,,,OCILAMFM_03663
Cluster_2513,LBGCNHPF_01376,OEIEKCCN_00667,OCILAMFM_03019
Cluster_2514,LBGCNHPF_03979,OEIEKCCN_01484,OCILAMFM_02421
Cluster_2515,LBGCNHPF_03936,OEIEKCCN_01527,OCILAMFM_02378
Cluster_2516,LBGCNHPF_00679,OEIEKCCN_01942,OCILAMFM_01910
Cluster_2517,LBGCNHPF_02557,OEIEKCCN_02249,OCILAMFM_00128
Cluster_2518,LBGCNHPF_02033,OEIEKCCN_02606,
Cluster_2519,LBGCNHPF_02969,OEIEKCCN_03267,OCILAMFM_02757
Cluster_2520,LBGCNHPF_03059,OEIEKCCN_03357,OCILAMFM_02669
Cluster_2521,LBGCNHPF_03096,OEIEKCCN_03394,OCILAMFM_02631
Cluster_2522,LBGCNHPF_00128,OEIEKCCN_04067;OEIEKCCN_03510,OCILAMFM_03898
Cluster_2523,LBGCNHPF_02655,OEIEKCCN_04334,OCILAMFM_01367
Cluster_2524,LBGCNHPF_01038,OEIEKCCN_01590,OCILAMFM_02311
Cluster_2525,,,OCILAMFM_04294
Cluster_2526,LBGCNHPF_04130,OEIEKCCN_00346,
Cluster_2527,LBGCNHPF_01942,OEIEKCCN_00415,OCILAMFM_00548
Cluster_2528,LBGCNHPF_01144,OEIEKCCN_00897,OCILAMFM_03314
Cluster_2529,LBGCNHPF_00318,OEIEKCCN_01290,OCILAMFM_03696
Cluster_2530,LBGCNHPF_03945,OEIEKCCN_01518,OCILAMFM_02387
Cluster_2531,LBGCNHPF_01077,OEIEKCCN_01551,OCILAMFM_02350
Cluster_2532,LBGCNHPF_02037,OEIEKCCN_02610,OCILAMFM_01096
Cluster_2533,LBGCNHPF_02062,OEIEKCCN_02635,
Cluster_2534,LBGCNHPF_00019,OEIEKCCN_03618;OEIEKCCN_04175,OCILAMFM_04007
Cluster_2535,,OEIEKCCN_04203;OEIEKCCN_03646,
Cluster_2536,LBGCNHPF_03515,OEIEKCCN_03850,OCILAMFM_04146
Cluster_2537,,OEIEKCCN_04224,
Cluster_2538,LBGCNHPF_02617,OEIEKCCN_04380,OCILAMFM_01329
Cluster_2539,LBGCNHPF_02600,OEIEKCCN_04397,OCILAMFM_01308
Cluster_2540,LBGCNHPF_04469,,
Cluster_2541,LBGCNHPF_03420,OEIEKCCN_00001,OCILAMFM_01708
Cluster_2542,LBGCNHPF_03380,OEIEKCCN_00041,OCILAMFM_01665
Cluster_2543,LBGCNHPF_01315,OEIEKCCN_00726,OCILAMFM_03078
Cluster_2544,LBGCNHPF_00554,OEIEKCCN_01076,OCILAMFM_03492
Cluster_2545,LBGCNHPF_00552,OEIEKCCN_01078,OCILAMFM_03494
Cluster_2546,LBGCNHPF_00519,OEIEKCCN_01111,OCILAMFM_03527
Cluster_2547,LBGCNHPF_00354,OEIEKCCN_01255,OCILAMFM_03660
Cluster_2548,LBGCNHPF_03974,OEIEKCCN_01489,OCILAMFM_02416
Cluster_2549,LBGCNHPF_00928,OEIEKCCN_01694,OCILAMFM_02212
Cluster_2551,LBGCNHPF_04285,,
Cluster_2552,,,OCILAMFM_04409
Cluster_2553,LBGCNHPF_03762,OEIEKCCN_00179,OCILAMFM_02513
Cluster_2554,LBGCNHPF_01213,OEIEKCCN_00828,OCILAMFM_03236
Cluster_2555,LBGCNHPF_03642,OEIEKCCN_00954,
Cluster_2556,LBGCNHPF_03649,OEIEKCCN_00961,
Cluster_2557,LBGCNHPF_00506,OEIEKCCN_01124,OCILAMFM_03540
Cluster_2558,LBGCNHPF_04425,OEIEKCCN_02023,OCILAMFM_01829
Cluster_2559,LBGCNHPF_00114,OEIEKCCN_04080;OEIEKCCN_03523,OCILAMFM_03911
Cluster_2560,LBGCNHPF_03512,OEIEKCCN_03847,OCILAMFM_04143
Cluster_2561,,,OCILAMFM_03149
Cluster_2562,,,OCILAMFM_04382
Cluster_2563,LBGCNHPF_01419,OEIEKCCN_00625,OCILAMFM_02984
Cluster_2564,LBGCNHPF_00685,OEIEKCCN_01936,OCILAMFM_01916
Cluster_2565,LBGCNHPF_00647,OEIEKCCN_01974,OCILAMFM_01878
Cluster_2566,LBGCNHPF_02310,OEIEKCCN_02869,OCILAMFM_00832
Cluster_2567,LBGCNHPF_03254,OEIEKCCN_03044,OCILAMFM_00649
Cluster_2568,LBGCNHPF_03616,OEIEKCCN_04406,OCILAMFM_01294
Cluster_2569,LBGCNHPF_03562,OEIEKCCN_04459,OCILAMFM_01240
Cluster_2570,,,OCILAMFM_01307
Cluster_2571,LBGCNHPF_01406,OEIEKCCN_00638,OCILAMFM_02997
Cluster_2572,LBGCNHPF_01191,OEIEKCCN_00850,OCILAMFM_03256
Cluster_2573,LBGCNHPF_00325,OEIEKCCN_01283,OCILAMFM_03689
Cluster_2574,LBGCNHPF_00737,OEIEKCCN_01885,
Cluster_2575,LBGCNHPF_02486,OEIEKCCN_02179,OCILAMFM_00058
Cluster_2576,LBGCNHPF_02492,OEIEKCCN_02185,OCILAMFM_00064
Cluster_2577,LBGCNHPF_02646,OEIEKCCN_04343,OCILAMFM_01357
Cluster_2578,LBGCNHPF_04439,,
Cluster_2579,,,OCILAMFM_00338
Cluster_2580,,,OCILAMFM_02132
Cluster_2581,,,OCILAMFM_03742
Cluster_2582,LBGCNHPF_03394,OEIEKCCN_00027,OCILAMFM_01682
Cluster_2583,LBGCNHPF_03806,OEIEKCCN_00134,OCILAMFM_02467
Cluster_2584,LBGCNHPF_01145,OEIEKCCN_00896,OCILAMFM_03313
Cluster_2585,LBGCNHPF_01857,OEIEKCCN_02524,OCILAMFM_00429
Cluster_2586,LBGCNHPF_03042,OEIEKCCN_03340,OCILAMFM_02686
Cluster_2587,LBGCNHPF_02675,OEIEKCCN_04314,OCILAMFM_01387
Cluster_2588,LBGCNHPF_03542,OEIEKCCN_04481,OCILAMFM_01220
Cluster_2589,LBGCNHPF_04063,OEIEKCCN_00237,OCILAMFM_01767
Cluster_2590,LBGCNHPF_02072,OEIEKCCN_02645,OCILAMFM_01066
Cluster_2591,LBGCNHPF_02111,OEIEKCCN_02684,OCILAMFM_01027
Cluster_2592,LBGCNHPF_00016,OEIEKCCN_04178;OEIEKCCN_03621,OCILAMFM_04010
Cluster_2593,,OEIEKCCN_03661,OCILAMFM_04039
Cluster_2594,LBGCNHPF_04411,,
Cluster_2595,LBGCNHPF_01181,OEIEKCCN_00860,OCILAMFM_03266
Cluster_2596,LBGCNHPF_03628,OEIEKCCN_00939,OCILAMFM_03366
Cluster_2597,LBGCNHPF_01005,OEIEKCCN_01623,OCILAMFM_02278
Cluster_2598,LBGCNHPF_04431,OEIEKCCN_02029,OCILAMFM_01823
Cluster_2599,LBGCNHPF_01743,OEIEKCCN_02410,OCILAMFM_00306
Cluster_2600,LBGCNHPF_00092,OEIEKCCN_04102;OEIEKCCN_03545,OCILAMFM_03934
Cluster_2601,LBGCNHPF_03532,OEIEKCCN_04491,OCILAMFM_01210
Cluster_2602,LBGCNHPF_04521,,
Cluster_2603,,,OCILAMFM_04273
Cluster_2604,LBGCNHPF_01923,OEIEKCCN_00396,
Cluster_2605,LBGCNHPF_01391,OEIEKCCN_00652,OCILAMFM_03004
Cluster_2606,LBGCNHPF_03704,OEIEKCCN_01018,OCILAMFM_03431
Cluster_2607,,OEIEKCCN_03885;OEIEKCCN_01321,OCILAMFM_03723
Cluster_2608,LBGCNHPF_02397,OEIEKCCN_02090,OCILAMFM_04226
Cluster_2609,LBGCNHPF_02283,OEIEKCCN_02842,OCILAMFM_00861
Cluster_2610,LBGCNHPF_03900,OEIEKCCN_02919,OCILAMFM_00779
Cluster_2611,LBGCNHPF_03283,OEIEKCCN_03015,OCILAMFM_00679
Cluster_2612,LBGCNHPF_03610,OEIEKCCN_04412,OCILAMFM_01288
Cluster_2613,LBGCNHPF_03593,OEIEKCCN_04428,OCILAMFM_01271
Cluster_2614,LBGCNHPF_02789,OEIEKCCN_04528,OCILAMFM_01492
Cluster_2615,,,OCILAMFM_00528
Cluster_2616,,,OCILAMFM_02125
Cluster_2617,LBGCNHPF_04006,OEIEKCCN_00294,OCILAMFM_01709
Cluster_2618,LBGCNHPF_04121,OEIEKCCN_00337,OCILAMFM_04368
Cluster_2619,LBGCNHPF_01173,OEIEKCCN_00868,OCILAMFM_03274
Cluster_2620,,OEIEKCCN_03886;OEIEKCCN_01322,OCILAMFM_03724
Cluster_2621,LBGCNHPF_03965,OEIEKCCN_01498,OCILAMFM_02407
Cluster_2622,LBGCNHPF_00999,OEIEKCCN_01629,
Cluster_2623,LBGCNHPF_00917,OEIEKCCN_01705,OCILAMFM_02190
Cluster_2624,LBGCNHPF_01607,OEIEKCCN_02330,OCILAMFM_00225
Cluster_2625,LBGCNHPF_02238,OEIEKCCN_02797,OCILAMFM_00911
Cluster_2626,LBGCNHPF_03128,OEIEKCCN_03425,OCILAMFM_02601
Cluster_2627,LBGCNHPF_00059,OEIEKCCN_04135;OEIEKCCN_03578,OCILAMFM_03967
Cluster_2628,LBGCNHPF_03569,OEIEKCCN_04452,
Cluster_2629,LBGCNHPF_03543,OEIEKCCN_04480,OCILAMFM_01221
Cluster_2630,,,OCILAMFM_01247
Cluster_2631,LBGCNHPF_04045,OEIEKCCN_00255,OCILAMFM_01748
Cluster_2632,LBGCNHPF_01294,OEIEKCCN_00747,OCILAMFM_03104
Cluster_2633,LBGCNHPF_03668,OEIEKCCN_00982,
Cluster_2634,LBGCNHPF_03708,OEIEKCCN_01022,OCILAMFM_03435
Cluster_2635,LBGCNHPF_00328,OEIEKCCN_01280,OCILAMFM_03686
Cluster_2636,LBGCNHPF_03970,OEIEKCCN_01493,OCILAMFM_02412
Cluster_2637,LBGCNHPF_01009,OEIEKCCN_01619,OCILAMFM_02282
Cluster_2638,LBGCNHPF_02589,OEIEKCCN_02281,OCILAMFM_00171
Cluster_2639,LBGCNHPF_02254,OEIEKCCN_02813,OCILAMFM_00890
Cluster_2640,LBGCNHPF_02645,OEIEKCCN_04344,OCILAMFM_01356
Cluster_2641,,,OCILAMFM_04319
Cluster_2642,LBGCNHPF_03368,OEIEKCCN_00053,OCILAMFM_01653
Cluster_2643,LBGCNHPF_04358,OEIEKCCN_00558,OCILAMFM_01195
Cluster_2644,LBGCNHPF_01177,OEIEKCCN_00864,OCILAMFM_03270
Cluster_2645,LBGCNHPF_01003,OEIEKCCN_01625,OCILAMFM_02276
Cluster_2646,LBGCNHPF_00992,OEIEKCCN_01636,OCILAMFM_02271
Cluster_2647,LBGCNHPF_02224,OEIEKCCN_02783,OCILAMFM_00925
Cluster_2648,LBGCNHPF_00089,OEIEKCCN_03548;OEIEKCCN_04105,OCILAMFM_03937
Cluster_2649,LBGCNHPF_02682,OEIEKCCN_04307,OCILAMFM_01394
Cluster_2650,LBGCNHPF_02654,OEIEKCCN_04335,OCILAMFM_01366
Cluster_2651,LBGCNHPF_02618,OEIEKCCN_04379,OCILAMFM_01330
Cluster_2652,LBGCNHPF_01671,,OCILAMFM_03136
Cluster_2653,LBGCNHPF_02354,OEIEKCCN_02050,
Cluster_2654,LBGCNHPF_03410,OEIEKCCN_00011,OCILAMFM_01698
Cluster_2655,LBGCNHPF_04297,,
Cluster_2656,,,OCILAMFM_02128
Cluster_2657,,,OCILAMFM_04315
Cluster_2658,LBGCNHPF_00263,OEIEKCCN_03916;OEIEKCCN_01352,OCILAMFM_03757
Cluster_2659,LBGCNHPF_01544,OEIEKCCN_03163,OCILAMFM_02861
Cluster_2660,LBGCNHPF_03110,OEIEKCCN_03407,OCILAMFM_02617
Cluster_2661,,OEIEKCCN_03866,
Cluster_2662,LBGCNHPF_02859,OEIEKCCN_04598,OCILAMFM_01565
Cluster_2663,,,OCILAMFM_00479
Cluster_2664,LBGCNHPF_03775,OEIEKCCN_00165,OCILAMFM_02499
Cluster_2665,LBGCNHPF_04393,OEIEKCCN_00523,OCILAMFM_01161
Cluster_2666,LBGCNHPF_00262,OEIEKCCN_01353;OEIEKCCN_03917,OCILAMFM_03758
Cluster_2667,LBGCNHPF_04002,OEIEKCCN_01461,OCILAMFM_02444
Cluster_2668,LBGCNHPF_03935,OEIEKCCN_01528,OCILAMFM_02377
Cluster_2669,LBGCNHPF_01575,OEIEKCCN_02297,OCILAMFM_00187
Cluster_2670,LBGCNHPF_02620,OEIEKCCN_04377,OCILAMFM_01332
Cluster_2671,LBGCNHPF_04217,,
Cluster_2672,,,OCILAMFM_04161
Cluster_2673,LBGCNHPF_04093,OEIEKCCN_00307,OCILAMFM_04418
Cluster_2674,LBGCNHPF_00585,OEIEKCCN_01046,OCILAMFM_03459
Cluster_2675,LBGCNHPF_00536,OEIEKCCN_01094,OCILAMFM_03510
Cluster_2676,LBGCNHPF_03946,OEIEKCCN_01517,OCILAMFM_02388
Cluster_2677,LBGCNHPF_00707,OEIEKCCN_01915,OCILAMFM_01939
Cluster_2678,LBGCNHPF_02047,OEIEKCCN_02620,OCILAMFM_01086
Cluster_2679,LBGCNHPF_02961,OEIEKCCN_03259,OCILAMFM_02765
Cluster_2680,LBGCNHPF_04167,,
Cluster_2681,LBGCNHPF_04218,,
Cluster_2682,LBGCNHPF_03344,OEIEKCCN_00076,OCILAMFM_01628
Cluster_2683,LBGCNHPF_03744,OEIEKCCN_00197,OCILAMFM_02532
Cluster_2684,LBGCNHPF_03193,OEIEKCCN_00477,OCILAMFM_00594
Cluster_2685,LBGCNHPF_03681,OEIEKCCN_00995,OCILAMFM_03408
Cluster_2686,LBGCNHPF_04426,OEIEKCCN_02024,OCILAMFM_01828
Cluster_2687,LBGCNHPF_01699,OEIEKCCN_02366,OCILAMFM_00262
Cluster_2688,LBGCNHPF_03011,OEIEKCCN_03309,OCILAMFM_02714
Cluster_2689,LBGCNHPF_00018,OEIEKCCN_04176;OEIEKCCN_03619,OCILAMFM_04008
Cluster_2690,LBGCNHPF_02811,OEIEKCCN_04550,OCILAMFM_01514
Cluster_2691,,,OCILAMFM_01342
Cluster_2692,LBGCNHPF_00507,OEIEKCCN_01123,OCILAMFM_03539
Cluster_2693,LBGCNHPF_00412,OEIEKCCN_01197,OCILAMFM_03602
Cluster_2694,LBGCNHPF_00376,OEIEKCCN_01233,OCILAMFM_03638
Cluster_2695,LBGCNHPF_02374,OEIEKCCN_02068,
Cluster_2696,LBGCNHPF_01812,OEIEKCCN_02479,OCILAMFM_00383
Cluster_2697,LBGCNHPF_02206,OEIEKCCN_02765,OCILAMFM_00944
Cluster_2698,LBGCNHPF_03064,OEIEKCCN_03362,OCILAMFM_02664
Cluster_2699,LBGCNHPF_04271,,
Cluster_2700,,,OCILAMFM_00907
Cluster_2701,LBGCNHPF_01092,OEIEKCCN_00924,OCILAMFM_03351
Cluster_2702,LBGCNHPF_00478,OEIEKCCN_01152,OCILAMFM_03567
Cluster_2703,LBGCNHPF_01606,OEIEKCCN_02329,OCILAMFM_00224
Cluster_2704,LBGCNHPF_01838,OEIEKCCN_02505,OCILAMFM_00410
Cluster_2705,LBGCNHPF_03263,OEIEKCCN_03035,OCILAMFM_00658
Cluster_2706,LBGCNHPF_02884,OEIEKCCN_03183,OCILAMFM_02841
Cluster_2707,LBGCNHPF_00040,OEIEKCCN_04154;OEIEKCCN_03597,OCILAMFM_03988
Cluster_2708,LBGCNHPF_02416,,
Cluster_2709,LBGCNHPF_01205,OEIEKCCN_00836,OCILAMFM_03244
Cluster_2710,,,OCILAMFM_04162
Cluster_2711,,,OCILAMFM_04407
Cluster_2712,LBGCNHPF_04057,OEIEKCCN_00243,OCILAMFM_01761
Cluster_2713,LBGCNHPF_01168,OEIEKCCN_00873,OCILAMFM_03279
Cluster_2714,LBGCNHPF_00551,OEIEKCCN_01079,OCILAMFM_03495
Cluster_2715,LBGCNHPF_00298,OEIEKCCN_01309;OEIEKCCN_03873,
Cluster_2716,LBGCNHPF_00294,OEIEKCCN_03877;OEIEKCCN_01313,OCILAMFM_03715
Cluster_2717,LBGCNHPF_02460,OEIEKCCN_02153,OCILAMFM_00023
Cluster_2718,LBGCNHPF_02277,OEIEKCCN_02836,OCILAMFM_00867
Cluster_2719,LBGCNHPF_02284,OEIEKCCN_02843,OCILAMFM_00860
Cluster_2720,LBGCNHPF_03890,OEIEKCCN_02929,OCILAMFM_00769
Cluster_2721,LBGCNHPF_02926,OEIEKCCN_03225,OCILAMFM_02799
Cluster_2722,LBGCNHPF_01883,,
Cluster_2723,LBGCNHPF_01578,OEIEKCCN_02300,OCILAMFM_00195
Cluster_2724,,,OCILAMFM_04348
Cluster_2725,LBGCNHPF_04097,OEIEKCCN_00311,
Cluster_2726,LBGCNHPF_01224,OEIEKCCN_00817,OCILAMFM_03225
Cluster_2727,LBGCNHPF_00738,OEIEKCCN_01884,
Cluster_2728,LBGCNHPF_00690,OEIEKCCN_01932,OCILAMFM_01921
Cluster_2729,LBGCNHPF_00048,OEIEKCCN_03589;OEIEKCCN_04146,OCILAMFM_03980
Cluster_2730,LBGCNHPF_00042,OEIEKCCN_04152;OEIEKCCN_03595,OCILAMFM_03986
Cluster_2731,LBGCNHPF_02728,OEIEKCCN_04262,OCILAMFM_01446
Cluster_2732,LBGCNHPF_04154,,
Cluster_2733,LBGCNHPF_04421,,
Cluster_2734,,,OCILAMFM_04406
Cluster_2735,LBGCNHPF_01119,OEIEKCCN_00900,OCILAMFM_03324
Cluster_2736,LBGCNHPF_00570,OEIEKCCN_01060,OCILAMFM_03475
Cluster_2737,LBGCNHPF_00273,OEIEKCCN_03906;OEIEKCCN_01342,OCILAMFM_03747
Cluster_2738,LBGCNHPF_03958,OEIEKCCN_01505,OCILAMFM_02400
Cluster_2739,LBGCNHPF_00915,OEIEKCCN_01707,OCILAMFM_02188
Cluster_2740,LBGCNHPF_02529,OEIEKCCN_02222,OCILAMFM_00101
Cluster_2741,LBGCNHPF_03867,OEIEKCCN_02952,OCILAMFM_00746
Cluster_2742,LBGCNHPF_03275,OEIEKCCN_03023,OCILAMFM_00671
Cluster_2743,LBGCNHPF_03972,OEIEKCCN_01491,OCILAMFM_02414
Cluster_2744,,,OCILAMFM_03306
Cluster_2745,LBGCNHPF_00039,OEIEKCCN_03598;OEIEKCCN_04155,OCILAMFM_03989
Cluster_2746,,,OCILAMFM_04417
Cluster_2747,LBGCNHPF_03197,OEIEKCCN_00473,OCILAMFM_00598
Cluster_2748,LBGCNHPF_01346,OEIEKCCN_00695,OCILAMFM_03047
Cluster_2749,LBGCNHPF_01345,OEIEKCCN_00696,OCILAMFM_03048
Cluster_2750,LBGCNHPF_01220,OEIEKCCN_00821,OCILAMFM_03229
Cluster_2751,LBGCNHPF_01143,OEIEKCCN_00898,OCILAMFM_03315
Cluster_2752,LBGCNHPF_03665,OEIEKCCN_00977,OCILAMFM_03395
Cluster_2753,LBGCNHPF_00558,OEIEKCCN_01072,OCILAMFM_03488
Cluster_2754,LBGCNHPF_00959,OEIEKCCN_01669,OCILAMFM_02237
Cluster_2755,LBGCNHPF_00885,OEIEKCCN_01737,OCILAMFM_02159
Cluster_2756,LBGCNHPF_02461,OEIEKCCN_02154,OCILAMFM_00024
Cluster_2757,LBGCNHPF_02156,OEIEKCCN_02729,OCILAMFM_00982
Cluster_2758,LBGCNHPF_02193,OEIEKCCN_02753,OCILAMFM_00957
Cluster_2759,LBGCNHPF_02904,OEIEKCCN_03203,OCILAMFM_02821
Cluster_2760,LBGCNHPF_04244,,
Cluster_2761,LBGCNHPF_03632,OEIEKCCN_00943,OCILAMFM_03370
Cluster_2762,LBGCNHPF_03985,OEIEKCCN_01478,OCILAMFM_02427
Cluster_2763,LBGCNHPF_02350,OEIEKCCN_02046,OCILAMFM_04186
Cluster_2764,LBGCNHPF_01722,OEIEKCCN_02389,OCILAMFM_00285
Cluster_2765,LBGCNHPF_03873,OEIEKCCN_02946,OCILAMFM_00752
Cluster_2766,LBGCNHPF_01465,OEIEKCCN_03084,OCILAMFM_02938
Cluster_2767,,,OCILAMFM_00457
Cluster_2768,,,OCILAMFM_04339
Cluster_2769,LBGCNHPF_03805,OEIEKCCN_00135,OCILAMFM_02469
Cluster_2770,LBGCNHPF_03739,OEIEKCCN_00202,OCILAMFM_02537
Cluster_2771,LBGCNHPF_01361,OEIEKCCN_00682,OCILAMFM_03034
Cluster_2772,LBGCNHPF_00600,OEIEKCCN_01031,OCILAMFM_03444
Cluster_2773,LBGCNHPF_04531,OEIEKCCN_01535,OCILAMFM_02366
Cluster_2774,LBGCNHPF_04424,OEIEKCCN_02022,OCILAMFM_01830
Cluster_2775,LBGCNHPF_02381,OEIEKCCN_02075,OCILAMFM_04207
Cluster_2776,LBGCNHPF_02487,OEIEKCCN_02180,OCILAMFM_00059
Cluster_2777,LBGCNHPF_02232,OEIEKCCN_02791,OCILAMFM_00917
Cluster_2778,LBGCNHPF_03251,OEIEKCCN_03047,OCILAMFM_00646
Cluster_2779,LBGCNHPF_01508,OEIEKCCN_03127,OCILAMFM_02898
Cluster_2780,LBGCNHPF_03175,OEIEKCCN_03472,OCILAMFM_02556
Cluster_2781,LBGCNHPF_03504,OEIEKCCN_03839,OCILAMFM_04135
Cluster_2782,LBGCNHPF_04127,OEIEKCCN_00343,
Cluster_2783,LBGCNHPF_01910,OEIEKCCN_00383,OCILAMFM_00515
Cluster_2784,LBGCNHPF_01241,OEIEKCCN_00800,OCILAMFM_03208
Cluster_2785,LBGCNHPF_01567,OEIEKCCN_02289,OCILAMFM_00179
Cluster_2786,LBGCNHPF_01701,OEIEKCCN_02368,OCILAMFM_00264
Cluster_2787,LBGCNHPF_02048,OEIEKCCN_02621,OCILAMFM_01085
Cluster_2788,LBGCNHPF_03866,OEIEKCCN_02953,OCILAMFM_00745
Cluster_2789,LBGCNHPF_03245,OEIEKCCN_03053,OCILAMFM_00640
Cluster_2790,LBGCNHPF_01547,OEIEKCCN_03166,OCILAMFM_02858
Cluster_2791,LBGCNHPF_02874,OEIEKCCN_04613,OCILAMFM_01579
Cluster_2792,LBGCNHPF_04256,,
Cluster_2793,LBGCNHPF_04319,,
