gene,protein,reaction,model,BiGG_gene
G_2_A_41_1_2_comp1,P_2_A_41_1_2_comp1,R_2_A_41_1_2,TCDB,TCDB.2_A_41_1_2_comp1
G_3_A_11_1_1_comp1,P_3_A_11_1_1_comp1+3_A_11_1_1_comp2+3_A_11_1_1_comp3,R_3_A_11_1_1,TCDB,TCDB.3_A_11_1_1_comp1
G_3_A_11_1_1_comp2,P_3_A_11_1_1_comp1+3_A_11_1_1_comp2+3_A_11_1_1_comp3,R_3_A_11_1_1,TCDB,TCDB.3_A_11_1_1_comp2
G_3_A_11_1_1_comp3,P_3_A_11_1_1_comp1+3_A_11_1_1_comp2+3_A_11_1_1_comp3,R_3_A_11_1_1,TCDB,TCDB.3_A_11_1_1_comp3
G_1_B_54_1_9_comp1,P_1_B_54_1_9_comp1,R_1_B_54_1_9,TCDB,TCDB.1_B_54_1_9_comp1
G_1_B_12_8_2_comp1,P_1_B_12_8_2_comp1,R_1_B_12_8_2,TCDB,TCDB.1_B_12_8_2_comp1
G_2_A_1_42_1_comp1,P_2_A_1_42_1_comp1,R_2_A_1_42_1,TCDB,TCDB.2_A_1_42_1_comp1
G_1_A_126_1_1_comp1,P_1_A_126_1_1_comp1,R_1_A_126_1_1,TCDB,TCDB.1_A_126_1_1_comp1
G_2_A_118_1_8_comp1,P_2_A_118_1_8_comp1,R_2_A_118_1_8,TCDB,TCDB.2_A_118_1_8_comp1
G_2_A_17_1_5_comp1,P_2_A_17_1_5_comp1,R_2_A_17_1_5,TCDB,TCDB.2_A_17_1_5_comp1
G_2_A_3_13_1_comp1,P_2_A_3_13_1_comp1,R_2_A_3_13_1,TCDB,TCDB.2_A_3_13_1_comp1
G_2_A_3_7_5_comp1,P_2_A_3_7_5_comp1,R_2_A_3_7_5,TCDB,TCDB.2_A_3_7_5_comp1
G_9_B_444_1_2_comp1,P_9_B_444_1_2_comp1,R_9_B_444_1_2,TCDB,TCDB.9_B_444_1_2_comp1
G_1_A_23_1_3_comp1,P_1_A_23_1_3_comp1,R_1_A_23_1_3,TCDB,TCDB.1_A_23_1_3_comp1
G_4_A_7_1_1_comp1,P_4_A_7_1_1_comp1+4_A_7_1_1_comp2+4_A_7_1_1_comp3,R_4_A_7_1_1,TCDB,TCDB.4_A_7_1_1_comp1
G_4_A_7_1_1_comp2,P_4_A_7_1_1_comp1+4_A_7_1_1_comp2+4_A_7_1_1_comp3,R_4_A_7_1_1,TCDB,TCDB.4_A_7_1_1_comp2
G_4_A_7_1_1_comp3,P_4_A_7_1_1_comp1+4_A_7_1_1_comp2+4_A_7_1_1_comp3,R_4_A_7_1_1,TCDB,TCDB.4_A_7_1_1_comp3
G_2_A_7_3_19_comp1,P_2_A_7_3_19_comp1,R_2_A_7_3_19,TCDB,TCDB.2_A_7_3_19_comp1
G_9_B_121_6_2_comp1,P_9_B_121_6_2_comp1,R_9_B_121_6_2,TCDB,TCDB.9_B_121_6_2_comp1
G_9_B_318_1_1_comp1,P_9_B_318_1_1_comp1,R_9_B_318_1_1,TCDB,TCDB.9_B_318_1_1_comp1
G_2_A_8_1_2_comp1,P_2_A_8_1_2_comp1,R_2_A_8_1_2,TCDB,TCDB.2_A_8_1_2_comp1
G_2_A_8_1_11_comp1,P_2_A_8_1_11_comp1,R_2_A_8_1_11,TCDB,TCDB.2_A_8_1_11_comp1
G_4_A_5_1_3_comp1,P_4_A_5_1_3_comp1+4_A_5_1_3_comp2+4_A_5_1_3_comp3,R_4_A_5_1_3,TCDB,TCDB.4_A_5_1_3_comp1
G_4_A_5_1_3_comp2,P_4_A_5_1_3_comp1+4_A_5_1_3_comp2+4_A_5_1_3_comp3,R_4_A_5_1_3,TCDB,TCDB.4_A_5_1_3_comp2
G_4_A_5_1_3_comp3,P_4_A_5_1_3_comp1+4_A_5_1_3_comp2+4_A_5_1_3_comp3,R_4_A_5_1_3,TCDB,TCDB.4_A_5_1_3_comp3
G_9_A_5_4_2_comp1,P_9_A_5_4_2_comp1,R_9_A_5_4_2,TCDB,TCDB.9_A_5_4_2_comp1
G_2_A_1_2_52_comp1,P_2_A_1_2_52_comp1,R_2_A_1_2_52,TCDB,TCDB.2_A_1_2_52_comp1
G_2_A_1_14_33_comp1,P_2_A_1_14_33_comp1,R_2_A_1_14_33,TCDB,TCDB.2_A_1_14_33_comp1
G_2_A_47_3_3_comp1,P_2_A_47_3_3_comp1,R_2_A_47_3_3,TCDB,TCDB.2_A_47_3_3_comp1
G_3_A_1_3_14_comp1,P_3_A_1_3_14_comp1+3_A_1_3_14_comp2+3_A_1_3_14_comp3,R_3_A_1_3_14,TCDB,TCDB.3_A_1_3_14_comp1
G_3_A_1_3_14_comp2,P_3_A_1_3_14_comp1+3_A_1_3_14_comp2+3_A_1_3_14_comp3,R_3_A_1_3_14,TCDB,TCDB.3_A_1_3_14_comp2
G_3_A_1_3_14_comp3,P_3_A_1_3_14_comp1+3_A_1_3_14_comp2+3_A_1_3_14_comp3,R_3_A_1_3_14,TCDB,TCDB.3_A_1_3_14_comp3
G_3_D_4_1_1_comp1,P_3_D_4_1_1_comp1+3_D_4_1_1_comp2+3_D_4_1_1_comp3,R_3_D_4_1_1,TCDB,TCDB.3_D_4_1_1_comp1
G_3_D_4_1_1_comp2,P_3_D_4_1_1_comp1+3_D_4_1_1_comp2+3_D_4_1_1_comp3,R_3_D_4_1_1,TCDB,TCDB.3_D_4_1_1_comp2
G_3_D_4_1_1_comp3,P_3_D_4_1_1_comp1+3_D_4_1_1_comp2+3_D_4_1_1_comp3,R_3_D_4_1_1,TCDB,TCDB.3_D_4_1_1_comp3
G_1_M_1_5_1_comp1,P_1_M_1_5_1_comp1+1_M_1_5_1_comp2,R_1_M_1_5_1,TCDB,TCDB.1_M_1_5_1_comp1
G_1_M_1_5_1_comp2,P_1_M_1_5_1_comp1+1_M_1_5_1_comp2,R_1_M_1_5_1,TCDB,TCDB.1_M_1_5_1_comp2
G_4_C_1_1_15_comp1,P_4_C_1_1_15_comp1,R_4_C_1_1_15,TCDB,TCDB.4_C_1_1_15_comp1
G_3_A_3_8_2_comp1,P_3_A_3_8_2_comp1,R_3_A_3_8_2,TCDB,TCDB.3_A_3_8_2_comp1
G_2_A_47_2_3_comp1,P_2_A_47_2_3_comp1,R_2_A_47_2_3,TCDB,TCDB.2_A_47_2_3_comp1
G_1_A_134_1_2_comp1,P_1_A_134_1_2_comp1,R_1_A_134_1_2,TCDB,TCDB.1_A_134_1_2_comp1
G_2_A_3_9_2_comp1,P_2_A_3_9_2_comp1,R_2_A_3_9_2,TCDB,TCDB.2_A_3_9_2_comp1
G_2_A_50_2_1_comp1,P_2_A_50_2_1_comp1+2_A_50_2_1_comp2,R_2_A_50_2_1,TCDB,TCDB.2_A_50_2_1_comp1
G_2_A_50_2_1_comp2,P_2_A_50_2_1_comp1+2_A_50_2_1_comp2,R_2_A_50_2_1,TCDB,TCDB.2_A_50_2_1_comp2
G_2_A_122_1_5_comp1,P_2_A_122_1_5_comp1,R_2_A_122_1_5,TCDB,TCDB.2_A_122_1_5_comp1
G_1_E_14_1_16_comp1,P_1_E_14_1_16_comp1,R_1_E_14_1_16,TCDB,TCDB.1_E_14_1_16_comp1
G_2_A_108_2_5_comp1,P_2_A_108_2_5_comp1,R_2_A_108_2_5,TCDB,TCDB.2_A_108_2_5_comp1
G_1_E_23_1_1_comp1,P_1_E_23_1_1_comp1,R_1_E_23_1_1,TCDB,TCDB.1_E_23_1_1_comp1
G_1_A_16_3_2_comp1,P_1_A_16_3_2_comp1,R_1_A_16_3_2,TCDB,TCDB.1_A_16_3_2_comp1
G_2_A_40_5_2_comp1,P_2_A_40_5_2_comp1,R_2_A_40_5_2,TCDB,TCDB.2_A_40_5_2_comp1
G_2_A_1_21_5_comp1,P_2_A_1_21_5_comp1,R_2_A_1_21_5,TCDB,TCDB.2_A_1_21_5_comp1
G_2_A_7_3_4_comp1,P_2_A_7_3_4_comp1,R_2_A_7_3_4,TCDB,TCDB.2_A_7_3_4_comp1
G_3_A_1_16_3_comp1,P_3_A_1_16_3_comp1+3_A_1_16_3_comp2+3_A_1_16_3_comp3+3_A_1_16_3_comp4,R_3_A_1_16_3,TCDB,TCDB.3_A_1_16_3_comp1
G_3_A_1_16_3_comp2,P_3_A_1_16_3_comp1+3_A_1_16_3_comp2+3_A_1_16_3_comp3+3_A_1_16_3_comp4,R_3_A_1_16_3,TCDB,TCDB.3_A_1_16_3_comp2
G_3_A_1_16_3_comp3,P_3_A_1_16_3_comp1+3_A_1_16_3_comp2+3_A_1_16_3_comp3+3_A_1_16_3_comp4,R_3_A_1_16_3,TCDB,TCDB.3_A_1_16_3_comp3
G_3_A_1_16_3_comp4,P_3_A_1_16_3_comp1+3_A_1_16_3_comp2+3_A_1_16_3_comp3+3_A_1_16_3_comp4,R_3_A_1_16_3,TCDB,TCDB.3_A_1_16_3_comp4
G_2_A_1_14_37_comp1,P_2_A_1_14_37_comp1,R_2_A_1_14_37,TCDB,TCDB.2_A_1_14_37_comp1
G_1_A_131_1_3_comp1,P_1_A_131_1_3_comp1,R_1_A_131_1_3,TCDB,TCDB.1_A_131_1_3_comp1
G_8_A_34_2_2_comp1,P_8_A_34_2_2_comp1,R_8_A_34_2_2,TCDB,TCDB.8_A_34_2_2_comp1
G_2_A_40_1_4_comp1,P_2_A_40_1_4_comp1,R_2_A_40_1_4,TCDB,TCDB.2_A_40_1_4_comp1
G_1_B_7_1_3_comp1,P_1_B_7_1_3_comp1,R_1_B_7_1_3,TCDB,TCDB.1_B_7_1_3_comp1
G_3_A_1_12_3_comp1,P_3_A_1_12_3_comp1+3_A_1_12_3_comp2+3_A_1_12_3_comp3+3_A_1_12_3_comp4,R_3_A_1_12_3,TCDB,TCDB.3_A_1_12_3_comp1
G_3_A_1_12_3_comp2,P_3_A_1_12_3_comp1+3_A_1_12_3_comp2+3_A_1_12_3_comp3+3_A_1_12_3_comp4,R_3_A_1_12_3,TCDB,TCDB.3_A_1_12_3_comp2
G_3_A_1_12_3_comp3,P_3_A_1_12_3_comp1+3_A_1_12_3_comp2+3_A_1_12_3_comp3+3_A_1_12_3_comp4,R_3_A_1_12_3,TCDB,TCDB.3_A_1_12_3_comp3
G_3_A_1_12_3_comp4,P_3_A_1_12_3_comp1+3_A_1_12_3_comp2+3_A_1_12_3_comp3+3_A_1_12_3_comp4,R_3_A_1_12_3,TCDB,TCDB.3_A_1_12_3_comp4
G_4_A_1_2_8_comp1,P_4_A_1_2_8_comp1,R_4_A_1_2_8,TCDB,TCDB.4_A_1_2_8_comp1
G_2_A_115_1_1_comp1,P_2_A_115_1_1_comp1,R_2_A_115_1_1,TCDB,TCDB.2_A_115_1_1_comp1
G_4_A_1_1_6_comp1,P_4_A_1_1_6_comp1,R_4_A_1_1_6,TCDB,TCDB.4_A_1_1_6_comp1
G_2_A_37_1_5_comp1,P_2_A_37_1_5_comp1,R_2_A_37_1_5,TCDB,TCDB.2_A_37_1_5_comp1
G_2_A_8_1_4_comp1,P_2_A_8_1_4_comp1,R_2_A_8_1_4,TCDB,TCDB.2_A_8_1_4_comp1
G_2_A_28_3_4_comp1,P_2_A_28_3_4_comp1,R_2_A_28_3_4,TCDB,TCDB.2_A_28_3_4_comp1
G_2_A_1_2_8_comp1,P_2_A_1_2_8_comp1,R_2_A_1_2_8,TCDB,TCDB.2_A_1_2_8_comp1
G_8_A_3_2_1_comp1,P_8_A_3_2_1_comp1+8_A_3_2_1_comp2,R_8_A_3_2_1,TCDB,TCDB.8_A_3_2_1_comp1
G_8_A_3_2_1_comp2,P_8_A_3_2_1_comp1+8_A_3_2_1_comp2,R_8_A_3_2_1,TCDB,TCDB.8_A_3_2_1_comp2
G_2_A_66_2_5_comp1,P_2_A_66_2_5_comp1,R_2_A_66_2_5,TCDB,TCDB.2_A_66_2_5_comp1
G_2_A_1_3_12_comp1,P_2_A_1_3_12_comp1,R_2_A_1_3_12,TCDB,TCDB.2_A_1_3_12_comp1
G_2_A_1_1_110_comp1,P_2_A_1_1_110_comp1,R_2_A_1_1_110,TCDB,TCDB.2_A_1_1_110_comp1
G_2_A_1_1_38_comp1,P_2_A_1_1_38_comp1,R_2_A_1_1_38,TCDB,TCDB.2_A_1_1_38_comp1
G_8_A_30_1_4_comp1,P_8_A_30_1_4_comp1,R_8_A_30_1_4,TCDB,TCDB.8_A_30_1_4_comp1
G_2_A_9_1_1_comp1,P_2_A_9_1_1_comp1,R_2_A_9_1_1,TCDB,TCDB.2_A_9_1_1_comp1
G_2_A_29_10_8_comp1,P_2_A_29_10_8_comp1,R_2_A_29_10_8,TCDB,TCDB.2_A_29_10_8_comp1
G_2_A_1_16_1_comp1,P_2_A_1_16_1_comp1,R_2_A_1_16_1,TCDB,TCDB.2_A_1_16_1_comp1
G_2_A_18_6_20_comp1,P_2_A_18_6_20_comp1,R_2_A_18_6_20,TCDB,TCDB.2_A_18_6_20_comp1
G_3_A_3_10_3_comp1,P_3_A_3_10_3_comp1,R_3_A_3_10_3,TCDB,TCDB.3_A_3_10_3_comp1
G_2_A_7_10_5_comp1,P_2_A_7_10_5_comp1,R_2_A_7_10_5,TCDB,TCDB.2_A_7_10_5_comp1
G_2_A_29_4_4_comp1,P_2_A_29_4_4_comp1,R_2_A_29_4_4,TCDB,TCDB.2_A_29_4_4_comp1
G_9_B_51_1_6_comp1,P_9_B_51_1_6_comp1,R_9_B_51_1_6,TCDB,TCDB.9_B_51_1_6_comp1
G_3_A_21_1_1_comp1,P_3_A_21_1_1_comp1+3_A_21_1_1_comp2+3_A_21_1_1_comp3+3_A_21_1_1_comp4+3_A_21_1_1_comp5+3_A_21_1_1_comp6,R_3_A_21_1_1,TCDB,TCDB.3_A_21_1_1_comp1
G_3_A_21_1_1_comp2,P_3_A_21_1_1_comp1+3_A_21_1_1_comp2+3_A_21_1_1_comp3+3_A_21_1_1_comp4+3_A_21_1_1_comp5+3_A_21_1_1_comp6,R_3_A_21_1_1,TCDB,TCDB.3_A_21_1_1_comp2
G_3_A_21_1_1_comp3,P_3_A_21_1_1_comp1+3_A_21_1_1_comp2+3_A_21_1_1_comp3+3_A_21_1_1_comp4+3_A_21_1_1_comp5+3_A_21_1_1_comp6,R_3_A_21_1_1,TCDB,TCDB.3_A_21_1_1_comp3
G_3_A_21_1_1_comp4,P_3_A_21_1_1_comp1+3_A_21_1_1_comp2+3_A_21_1_1_comp3+3_A_21_1_1_comp4+3_A_21_1_1_comp5+3_A_21_1_1_comp6,R_3_A_21_1_1,TCDB,TCDB.3_A_21_1_1_comp4
G_3_A_21_1_1_comp5,P_3_A_21_1_1_comp1+3_A_21_1_1_comp2+3_A_21_1_1_comp3+3_A_21_1_1_comp4+3_A_21_1_1_comp5+3_A_21_1_1_comp6,R_3_A_21_1_1,TCDB,TCDB.3_A_21_1_1_comp5
G_3_A_21_1_1_comp6,P_3_A_21_1_1_comp1+3_A_21_1_1_comp2+3_A_21_1_1_comp3+3_A_21_1_1_comp4+3_A_21_1_1_comp5+3_A_21_1_1_comp6,R_3_A_21_1_1,TCDB,TCDB.3_A_21_1_1_comp6
G_2_A_18_6_6_comp1,P_2_A_18_6_6_comp1,R_2_A_18_6_6,TCDB,TCDB.2_A_18_6_6_comp1
G_9_A_26_1_3_comp1,P_9_A_26_1_3_comp1,R_9_A_26_1_3,TCDB,TCDB.9_A_26_1_3_comp1
G_2_A_7_13_1_comp1,P_2_A_7_13_1_comp1,R_2_A_7_13_1,TCDB,TCDB.2_A_7_13_1_comp1
G_9_B_423_1_3_comp1,P_9_B_423_1_3_comp1,R_9_B_423_1_3,TCDB,TCDB.9_B_423_1_3_comp1
G_8_A_85_1_9_comp1,P_8_A_85_1_9_comp1,R_8_A_85_1_9,TCDB,TCDB.8_A_85_1_9_comp1
G_1_A_11_3_1_comp1,P_1_A_11_3_1_comp1,R_1_A_11_3_1,TCDB,TCDB.1_A_11_3_1_comp1
G_2_A_37_4_1_comp1,P_2_A_37_4_1_comp1,R_2_A_37_4_1,TCDB,TCDB.2_A_37_4_1_comp1
G_1_A_1_7_1_comp1,P_1_A_1_7_1_comp1,R_1_A_1_7_1,TCDB,TCDB.1_A_1_7_1_comp1
G_3_A_1_14_15_comp1,P_3_A_1_14_15_comp1+3_A_1_14_15_comp2+3_A_1_14_15_comp3,R_3_A_1_14_15,TCDB,TCDB.3_A_1_14_15_comp1
G_3_A_1_14_15_comp2,P_3_A_1_14_15_comp1+3_A_1_14_15_comp2+3_A_1_14_15_comp3,R_3_A_1_14_15,TCDB,TCDB.3_A_1_14_15_comp2
G_3_A_1_14_15_comp3,P_3_A_1_14_15_comp1+3_A_1_14_15_comp2+3_A_1_14_15_comp3,R_3_A_1_14_15,TCDB,TCDB.3_A_1_14_15_comp3
G_3_A_1_210_1_comp1,P_3_A_1_210_1_comp1,R_3_A_1_210_1,TCDB,TCDB.3_A_1_210_1_comp1
G_2_A_7_5_4_comp1,P_2_A_7_5_4_comp1,R_2_A_7_5_4,TCDB,TCDB.2_A_7_5_4_comp1
G_2_A_1_14_38_comp1,P_2_A_1_14_38_comp1,R_2_A_1_14_38,TCDB,TCDB.2_A_1_14_38_comp1
G_2_A_29_10_1_comp1,P_2_A_29_10_1_comp1,R_2_A_29_10_1,TCDB,TCDB.2_A_29_10_1_comp1
G_1_A_115_1_1_comp1,P_1_A_115_1_1_comp1,R_1_A_115_1_1,TCDB,TCDB.1_A_115_1_1_comp1
G_2_A_1_2_31_comp1,P_2_A_1_2_31_comp1,R_2_A_1_2_31,TCDB,TCDB.2_A_1_2_31_comp1
G_1_B_8_1_18_comp1,P_1_B_8_1_18_comp1,R_1_B_8_1_18,TCDB,TCDB.1_B_8_1_18_comp1
G_8_A_169_1_1_comp1,P_8_A_169_1_1_comp1,R_8_A_169_1_1,TCDB,TCDB.8_A_169_1_1_comp1
G_2_A_18_6_19_comp1,P_2_A_18_6_19_comp1,R_2_A_18_6_19,TCDB,TCDB.2_A_18_6_19_comp1
G_3_A_3_8_18_comp1,P_3_A_3_8_18_comp1,R_3_A_3_8_18,TCDB,TCDB.3_A_3_8_18_comp1
G_1_A_67_1_7_comp1,P_1_A_67_1_7_comp1,R_1_A_67_1_7,TCDB,TCDB.1_A_67_1_7_comp1
G_2_A_5_4_4_comp1,P_2_A_5_4_4_comp1,R_2_A_5_4_4,TCDB,TCDB.2_A_5_4_4_comp1
G_3_A_1_205_8_comp1,P_3_A_1_205_8_comp1,R_3_A_1_205_8,TCDB,TCDB.3_A_1_205_8_comp1
G_2_A_29_10_5_comp1,P_2_A_29_10_5_comp1,R_2_A_29_10_5,TCDB,TCDB.2_A_29_10_5_comp1
G_1_C_39_15_1_comp1,P_1_C_39_15_1_comp1,R_1_C_39_15_1,TCDB,TCDB.1_C_39_15_1_comp1
G_4_A_1_2_11_comp1,P_4_A_1_2_11_comp1,R_4_A_1_2_11,TCDB,TCDB.4_A_1_2_11_comp1
G_8_B_8_1_3_comp1,P_8_B_8_1_3_comp1,R_8_B_8_1_3,TCDB,TCDB.8_B_8_1_3_comp1
G_2_A_3_1_8_comp1,P_2_A_3_1_8_comp1,R_2_A_3_1_8,TCDB,TCDB.2_A_3_1_8_comp1
G_1_C_52_1_2_comp1,P_1_C_52_1_2_comp1,R_1_C_52_1_2,TCDB,TCDB.1_C_52_1_2_comp1
G_1_C_52_1_4_comp1,P_1_C_52_1_4_comp1,R_1_C_52_1_4,TCDB,TCDB.1_C_52_1_4_comp1
G_9_A_17_1_2_comp1,P_9_A_17_1_2_comp1+9_A_17_1_2_comp2+9_A_17_1_2_comp3,R_9_A_17_1_2,TCDB,TCDB.9_A_17_1_2_comp1
G_9_A_17_1_2_comp2,P_9_A_17_1_2_comp1+9_A_17_1_2_comp2+9_A_17_1_2_comp3,R_9_A_17_1_2,TCDB,TCDB.9_A_17_1_2_comp2
G_9_A_17_1_2_comp3,P_9_A_17_1_2_comp1+9_A_17_1_2_comp2+9_A_17_1_2_comp3,R_9_A_17_1_2,TCDB,TCDB.9_A_17_1_2_comp3
G_2_A_53_2_18_comp1,P_2_A_53_2_18_comp1,R_2_A_53_2_18,TCDB,TCDB.2_A_53_2_18_comp1
G_2_A_67_1_3_comp1,P_2_A_67_1_3_comp1,R_2_A_67_1_3,TCDB,TCDB.2_A_67_1_3_comp1
G_2_A_67_1_2_comp1,P_2_A_67_1_2_comp1,R_2_A_67_1_2,TCDB,TCDB.2_A_67_1_2_comp1
G_1_A_35_1_3_comp1,P_1_A_35_1_3_comp1,R_1_A_35_1_3,TCDB,TCDB.1_A_35_1_3_comp1
G_9_A_9_1_1_comp1,P_9_A_9_1_1_comp1,R_9_A_9_1_1,TCDB,TCDB.9_A_9_1_1_comp1
G_2_A_1_12_1_comp1,P_2_A_1_12_1_comp1,R_2_A_1_12_1,TCDB,TCDB.2_A_1_12_1_comp1
G_9_A_14_13_32_comp1,P_9_A_14_13_32_comp1,R_9_A_14_13_32,TCDB,TCDB.9_A_14_13_32_comp1
G_9_A_14_7_2_comp1,P_9_A_14_7_2_comp1,R_9_A_14_7_2,TCDB,TCDB.9_A_14_7_2_comp1
G_1_A_8_8_8_comp1,P_1_A_8_8_8_comp1,R_1_A_8_8_8,TCDB,TCDB.1_A_8_8_8_comp1
G_1_C_3_5_1_comp1,P_1_C_3_5_1_comp1,R_1_C_3_5_1,TCDB,TCDB.1_C_3_5_1_comp1
G_9_A_14_13_16_comp1,P_9_A_14_13_16_comp1,R_9_A_14_13_16,TCDB,TCDB.9_A_14_13_16_comp1
G_3_A_1_211_1_comp1,P_3_A_1_211_1_comp1,R_3_A_1_211_1,TCDB,TCDB.3_A_1_211_1_comp1
G_2_A_48_1_1_comp1,P_2_A_48_1_1_comp1,R_2_A_48_1_1,TCDB,TCDB.2_A_48_1_1_comp1
G_9_A_14_4_8_comp1,P_9_A_14_4_8_comp1,R_9_A_14_4_8,TCDB,TCDB.9_A_14_4_8_comp1
G_9_A_14_7_8_comp1,P_9_A_14_7_8_comp1,R_9_A_14_7_8,TCDB,TCDB.9_A_14_7_8_comp1
G_9_A_14_3_7_comp1,P_9_A_14_3_7_comp1,R_9_A_14_3_7,TCDB,TCDB.9_A_14_3_7_comp1
G_8_A_40_1_2_comp1,P_8_A_40_1_2_comp1,R_8_A_40_1_2,TCDB,TCDB.8_A_40_1_2_comp1
G_9_A_28_1_1_comp1,P_9_A_28_1_1_comp1,R_9_A_28_1_1,TCDB,TCDB.9_A_28_1_1_comp1
G_2_A_3_10_27_comp1,P_2_A_3_10_27_comp1,R_2_A_3_10_27,TCDB,TCDB.2_A_3_10_27_comp1
G_3_A_1_205_11_comp1,P_3_A_1_205_11_comp1,R_3_A_1_205_11,TCDB,TCDB.3_A_1_205_11_comp1
G_8_A_41_1_1_comp1,P_8_A_41_1_1_comp1,R_8_A_41_1_1,TCDB,TCDB.8_A_41_1_1_comp1
G_2_A_16_3_1_comp1,P_2_A_16_3_1_comp1,R_2_A_16_3_1,TCDB,TCDB.2_A_16_3_1_comp1
G_2_A_96_1_2_comp1,P_2_A_96_1_2_comp1,R_2_A_96_1_2,TCDB,TCDB.2_A_96_1_2_comp1
G_1_A_11_3_2_comp1,P_1_A_11_3_2_comp1,R_1_A_11_3_2,TCDB,TCDB.1_A_11_3_2_comp1
G_1_A_21_1_12_comp1,P_1_A_21_1_12_comp1,R_1_A_21_1_12,TCDB,TCDB.1_A_21_1_12_comp1
G_8_B_1_1_9_comp1,P_8_B_1_1_9_comp1,R_8_B_1_1_9,TCDB,TCDB.8_B_1_1_9_comp1
G_1_B_8_1_5_comp1,P_1_B_8_1_5_comp1,R_1_B_8_1_5,TCDB,TCDB.1_B_8_1_5_comp1
G_3_A_1_5_20_comp1,P_3_A_1_5_20_comp1+3_A_1_5_20_comp2+3_A_1_5_20_comp3+3_A_1_5_20_comp4+3_A_1_5_20_comp5,R_3_A_1_5_20,TCDB,TCDB.3_A_1_5_20_comp1
G_3_A_1_5_20_comp2,P_3_A_1_5_20_comp1+3_A_1_5_20_comp2+3_A_1_5_20_comp3+3_A_1_5_20_comp4+3_A_1_5_20_comp5,R_3_A_1_5_20,TCDB,TCDB.3_A_1_5_20_comp2
G_3_A_1_5_20_comp3,P_3_A_1_5_20_comp1+3_A_1_5_20_comp2+3_A_1_5_20_comp3+3_A_1_5_20_comp4+3_A_1_5_20_comp5,R_3_A_1_5_20,TCDB,TCDB.3_A_1_5_20_comp3
G_3_A_1_5_20_comp4,P_3_A_1_5_20_comp1+3_A_1_5_20_comp2+3_A_1_5_20_comp3+3_A_1_5_20_comp4+3_A_1_5_20_comp5,R_3_A_1_5_20,TCDB,TCDB.3_A_1_5_20_comp4
G_3_A_1_5_20_comp5,P_3_A_1_5_20_comp1+3_A_1_5_20_comp2+3_A_1_5_20_comp3+3_A_1_5_20_comp4+3_A_1_5_20_comp5,R_3_A_1_5_20,TCDB,TCDB.3_A_1_5_20_comp5
G_2_A_40_3_1_comp1,P_2_A_40_3_1_comp1,R_2_A_40_3_1,TCDB,TCDB.2_A_40_3_1_comp1
G_2_A_122_1_7_comp1,P_2_A_122_1_7_comp1,R_2_A_122_1_7,TCDB,TCDB.2_A_122_1_7_comp1
G_9_B_169_1_1_comp1,P_9_B_169_1_1_comp1,R_9_B_169_1_1,TCDB,TCDB.9_B_169_1_1_comp1
G_2_A_1_21_17_comp1,P_2_A_1_21_17_comp1,R_2_A_1_21_17,TCDB,TCDB.2_A_1_21_17_comp1
G_2_A_7_3_3_comp1,P_2_A_7_3_3_comp1,R_2_A_7_3_3,TCDB,TCDB.2_A_7_3_3_comp1
G_3_E_1_3_3_comp1,P_3_E_1_3_3_comp1,R_3_E_1_3_3,TCDB,TCDB.3_E_1_3_3_comp1
G_9_A_41_1_2_comp1,P_9_A_41_1_2_comp1,R_9_A_41_1_2,TCDB,TCDB.9_A_41_1_2_comp1
G_9_A_41_1_3_comp1,P_9_A_41_1_3_comp1,R_9_A_41_1_3,TCDB,TCDB.9_A_41_1_3_comp1
G_2_A_1_14_1_comp1,P_2_A_1_14_1_comp1,R_2_A_1_14_1,TCDB,TCDB.2_A_1_14_1_comp1
G_2_A_7_3_74_comp1,P_2_A_7_3_74_comp1,R_2_A_7_3_74,TCDB,TCDB.2_A_7_3_74_comp1
G_1_A_10_1_11_comp1,P_1_A_10_1_11_comp1,R_1_A_10_1_11,TCDB,TCDB.1_A_10_1_11_comp1
G_1_A_10_1_23_comp1,P_1_A_10_1_23_comp1,R_1_A_10_1_23,TCDB,TCDB.1_A_10_1_23_comp1
G_1_A_10_1_13_comp1,P_1_A_10_1_13_comp1,R_1_A_10_1_13,TCDB,TCDB.1_A_10_1_13_comp1
G_1_A_10_1_4_comp1,P_1_A_10_1_4_comp1,R_1_A_10_1_4,TCDB,TCDB.1_A_10_1_4_comp1
G_2_A_11_1_2_comp1,P_2_A_11_1_2_comp1,R_2_A_11_1_2,TCDB,TCDB.2_A_11_1_2_comp1
G_2_A_41_1_3_comp1,P_2_A_41_1_3_comp1,R_2_A_41_1_3,TCDB,TCDB.2_A_41_1_3_comp1
G_3_A_1_131_1_comp1,P_3_A_1_131_1_comp1+3_A_1_131_1_comp2,R_3_A_1_131_1,TCDB,TCDB.3_A_1_131_1_comp1
G_3_A_1_131_1_comp2,P_3_A_1_131_1_comp1+3_A_1_131_1_comp2,R_3_A_1_131_1,TCDB,TCDB.3_A_1_131_1_comp2
G_3_A_1_15_2_comp1,P_3_A_1_15_2_comp1+3_A_1_15_2_comp2+3_A_1_15_2_comp3,R_3_A_1_15_2,TCDB,TCDB.3_A_1_15_2_comp1
G_3_A_1_15_2_comp2,P_3_A_1_15_2_comp1+3_A_1_15_2_comp2+3_A_1_15_2_comp3,R_3_A_1_15_2,TCDB,TCDB.3_A_1_15_2_comp2
